A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
you,want.01,to view in  seconds,,Affirmative,You will be redirected to the page you want to view in  seconds . 
you,view.01,in  seconds,,Affirmative,You will be redirected to the page you want to view in  seconds . 
first class,attend.01,Leader Course,,Affirmative,Privates first class no longer will be scheduled to attend the Warrior Leader Course in a move to synchronize NCO Education System courses with promotions and soldier assignments with increased levels of responsibilities . 
1,sergeants.01,5 will not be enrolled in,,Affirmative,"1 , sergeants E - 5 will not be enrolled in the resident phase of the Advanced Leaders Course until they have completed the online common core phase of ALC , the second - tier placeholder in the Armys menu of Structured Self - Development courses . "
they,complete.01,"the online common core phase of ALC ,",,Affirmative,"1 , sergeants E - 5 will not be enrolled in the resident phase of the Advanced Leaders Course until they have completed the online common core phase of ALC , the second - tier placeholder in the Armys menu of Structured Self - Development courses . "
Sources,expect.01,Army will soon retool and transition,,Affirmative,Sources expect the Army will soon retool and transition the common core phase of ALC to a new online course to be called Structured Self - Development 2 . 
the Army,transition.01,the common core phase of ALC,to,Affirmative,Sources expect the Army will soon retool and transition the common core phase of ALC to a new online course to be called Structured Self - Development 2 . 
Soldiers,have.03,two years,,Affirmative,"Soldiers will have about two years to complete the course , at their own pace , before attending a follow - on resident NCOES course . "
Soldiers,complete.01,a new online course,,Affirmative,"Soldiers will have about two years to complete the course , at their own pace , before attending a follow - on resident NCOES course . "
Soldiers,attend.01,on resident NCOES course,,Affirmative,"Soldiers will have about two years to complete the course , at their own pace , before attending a follow - on resident NCOES course . "
they,complete.01,the common core phase of,,Affirmative,"1 change , sergeants who are scheduled for the resident phase of ALC , but who are not yet in attendance , will be rescheduled for a later class so they can complete the common core phase of the course . "
the Army,transition.01,components,,Affirmative,"These changes come at a time when the Army is transitioning the active and reserve components to a new NCO leader development strategy that tightens the linkage between promotions and military education , and introduces new methods for selecting and preparing soldiers for promotion and positions of increased responsibility . "
development strategy,tighten.01,the linkage between promotions and,,Affirmative,"These changes come at a time when the Army is transitioning the active and reserve components to a new NCO leader development strategy that tightens the linkage between promotions and military education , and introduces new methods for selecting and preparing soldiers for promotion and positions of increased responsibility . "
development strategy,introduce.02,new methods for selecting and preparing soldiers for promotion and positions of,,Affirmative,"These changes come at a time when the Army is transitioning the active and reserve components to a new NCO leader development strategy that tightens the linkage between promotions and military education , and introduces new methods for selecting and preparing soldiers for promotion and positions of increased responsibility . "
The new strategy,support.01,year timeline,,Affirmative,"The new strategy supports a 32 - year timeline that will see soldiers , on average , advance to sergeant at 4½ years of service , staff sergeant at eight years , sergeant first class at 14 years , master sergeant at 20 years and sergeant major at 25 to 26 years . "
year timeline,see.01,soldiers,,Affirmative,"The new strategy supports a 32 - year timeline that will see soldiers , on average , advance to sergeant at 4½ years of service , staff sergeant at eight years , sergeant first class at 14 years , master sergeant at 20 years and sergeant major at 25 to 26 years . "
The increases,provide.01,additional time for,,Affirmative,"The increases are designed to provide additional time for military education , in-unit training , operational experiences and other professional development activities needed to prepare soldiers for duty at the next higher grade . "
by,issue.01,a directive issued by,,Affirmative,"Under a directive issued by Army Secretary John McHugh last summer , a key feature of the evolving system requires soldiers to complete the appropriate level of Structured Self - Development before being recommended for promotion and before attending the appropriate level of resident NCOES . "
a key feature of,require.01,to complete,soldiers,Affirmative,"Under a directive issued by Army Secretary John McHugh last summer , a key feature of the evolving system requires soldiers to complete the appropriate level of Structured Self - Development before being recommended for promotion and before attending the appropriate level of resident NCOES . "
soldiers,complete.01,the appropriate level of,,Affirmative,"Under a directive issued by Army Secretary John McHugh last summer , a key feature of the evolving system requires soldiers to complete the appropriate level of Structured Self - Development before being recommended for promotion and before attending the appropriate level of resident NCOES . "
Policies,tighten.01,attendance eligibility,,Affirmative,"Policies that tighten attendance eligibility are designed to support the deliberate , continuous , sequential and progressive precepts of the Army Leader Development Strategy , according to Lt. Col. Don Peters , an Army spokesman based at the Pentagon . "
Policies,support.01,precepts of,,Affirmative,"Policies that tighten attendance eligibility are designed to support the deliberate , continuous , sequential and progressive precepts of the Army Leader Development Strategy , according to Lt. Col. Don Peters , an Army spokesman based at the Pentagon . "
soldiers in,attend.01,"the Warrior Leader Course ,",,Affirmative,"Under previous policy , soldiers in the ranks of private first class through staff sergeant were eligible to attend the Warrior Leader Course , a requirement for promotion to staff sergeant , provided they had completed the first tier of Structured Self - Development . "
soldiers in,provided.01,they had completed,,Affirmative,"Under previous policy , soldiers in the ranks of private first class through staff sergeant were eligible to attend the Warrior Leader Course , a requirement for promotion to staff sergeant , provided they had completed the first tier of Structured Self - Development . "
