A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
You,think.01,you 're,,Affirmative,You may think you 're the one calling the shots about where and when you move next . 
the one calling,call.01,the shots about,,Affirmative,You may think you 're the one calling the shots about where and when you move next . 
the ones pulling,pull.01,the strings,,Affirmative,"As it turns out , it 's likely your kids are the ones pulling the strings . "
"Coldwell Banker Real Estate , released on Tuesday",find.01,make,,Affirmative,"That 's according to survey results from Coldwell Banker Real Estate , released on Tuesday , which found that 79 % of Millennial parents ( between the ages of 18 and 34 ) and 70 % of Generation X parents ( between the ages of 35 and 49 ) make major purchasing decisions around their children . "
67 % of,say.01,they were,,Affirmative,"Moreover , 67 % of Millennial parents and 64 % of Gen X parents said they were more concerned about the immediate impact of a move on the emotional well - being of their children than whether moving was a good decision in the long run , according to the survey of 2,000 U.S. parents . "
Stefanos Chen,reveal.01,the winner of,,Affirmative,Stefanos Chen reveals the winner of WSJ House of the Week . 
two percent of,say.01,they made,,Affirmative,"Fifty - two percent of boomer parents ( between the ages of 50 and 69 ) said they made major purchasing decisions based on their kids , and 54 % said they were more concerned about the short - term emotional impact moving would have on their kids than the long - term effect of the move for the entire family . "
54 %,say.01,they were,,Affirmative,"Fifty - two percent of boomer parents ( between the ages of 50 and 69 ) said they made major purchasing decisions based on their kids , and 54 % said they were more concerned about the short - term emotional impact moving would have on their kids than the long - term effect of the move for the entire family . "
a parent,have.03,a job opportunity,,Affirmative,"Thirty years ago , if a parent had a job opportunity that was positive and was in sync with their job goals , there was a move that was happening , and the kids needed to adjust , said Robi Ludwig , psychotherapist and lifestyle correspondent for Coldwell Banker Real Estate . "
their kids than the long-term effect of the move for the entire family,need.01,to adjust,,Affirmative,"Thirty years ago , if a parent had a job opportunity that was positive and was in sync with their job goals , there was a move that was happening , and the kids needed to adjust , said Robi Ludwig , psychotherapist and lifestyle correspondent for Coldwell Banker Real Estate . "
"Robi Ludwig , psychotherapist and",say.01,", there was",,Affirmative,"Thirty years ago , if a parent had a job opportunity that was positive and was in sync with their job goals , there was a move that was happening , and the kids needed to adjust , said Robi Ludwig , psychotherapist and lifestyle correspondent for Coldwell Banker Real Estate . "
parents,rock.01,the boat,,Affirmative,"But today 's parents may be much less willing to rock the boat , if children are thriving in their current environment , Ludwig said . "
Robi Ludwig,say.01,parents may be,,Affirmative,"But today 's parents may be much less willing to rock the boat , if children are thriving in their current environment , Ludwig said . "
today 's parents,hear.01,stories about bullying in school,,Affirmative,"We hear stories about bullying in school , and kids being vulnerable , prompting parents to stay put , not venturing into the unknown , she said . "
a parent,say.01,We hear stories about bullying in school,,Affirmative,"We hear stories about bullying in school , and kids being vulnerable , prompting parents to stay put , not venturing into the unknown , she said . "
the numbers,indicate.01,that huge of,,Affirmative,"To be fair , the numbers do n't indicate that huge of a shift , said Eileen Kennedy - Moore , a Princeton , N.J. psychologist and co-author of Smart Parenting for Smart Kids . "
"Eileen Kennedy - Moore ,",say.01,numbers do n't indicate,,Affirmative,"To be fair , the numbers do n't indicate that huge of a shift , said Eileen Kennedy - Moore , a Princeton , N.J. psychologist and co-author of Smart Parenting for Smart Kids . "
Eileen Kennedy-Moore,say.01,saying is,,Affirmative,"What it 's saying is that a slightly greater number of younger generation parents think about the impact on kids than the older generation , she said . "
the parents,have.03,young children,,Affirmative,"And even that might not even be fair to surmise , since the parents who currently have young children will tend to be more cognizant of their feelings than those who are recalling how they felt about their child 's emotional wellbeing years ago , she added . "
those,recall.01,they felt about,,Affirmative,"And even that might not even be fair to surmise , since the parents who currently have young children will tend to be more cognizant of their feelings than those who are recalling how they felt about their child 's emotional wellbeing years ago , she added . "
those who are recalling how they felt about their child 's emotional wellbeing years ago,add.01,that might not even be fair to surmise,,Affirmative,"And even that might not even be fair to surmise , since the parents who currently have young children will tend to be more cognizant of their feelings than those who are recalling how they felt about their child 's emotional wellbeing years ago , she added . "
what is best for,mean.01,kids are,,Affirmative,"And just because parents consider what is best for their children does not mean kids are the chief purchasing officers of the family , as the Coldwell Banker report suggested , Kennedy - Moore said . "
Kennedy - Moore,say.01,does not mean,,Affirmative,"And just because parents consider what is best for their children does not mean kids are the chief purchasing officers of the family , as the Coldwell Banker report suggested , Kennedy - Moore said . "
Ludwig and others,say.01,parents should have,,Affirmative,"While attention to a child 's emotional needs is important , Ludwig and others say parents should have the confidence to make an unpopular decision if it 's better in the long run for the whole family . "
today 's parents,have.03,the confidence,,Affirmative,"While attention to a child 's emotional needs is important , Ludwig and others say parents should have the confidence to make an unpopular decision if it 's better in the long run for the whole family . "
Ludwig and others,nurture.01,resilience,,Affirmative,"We nurture resilience in our children , said Leslie Connor , a psychologist in Wilmington , Del . "
"Leslie Connor ,",say.01,We nurture resilience in,,Affirmative,"We nurture resilience in our children , said Leslie Connor , a psychologist in Wilmington , Del . "
We,want.01,to meet,,Affirmative,We want to meet their needs and not stress them unnecessarily ... 
We,meet.01,their needs,,Affirmative,We want to meet their needs and not stress them unnecessarily ... 
We,stress.01,them,,Affirmative,We want to meet their needs and not stress them unnecessarily ... 
parents,help.01,children adjust,,Affirmative,"Instead , parents should be there to help children adjust , she said . "
she,say.01,"Instead , parents should be there",,Affirmative,"Instead , parents should be there to help children adjust , she said . "
Connor,say.01,There is,,Affirmative,"There is so much to be gained from adapting , Connor said . "
"James Sharpe ,",say.01,moves are made,,Affirmative,"Of course , some moves are made specifically with children in mind , such as moves made into a good school district , said James Sharpe , a Seattle - based real - estate agent with Redfin . "
a child 's,look.01,for,,Affirmative,About 75 % of the families he has worked with put school districts first when looking for a home . 
a recent Redfin analysis,find.01,that people pay,,Affirmative,"In fact , a recent Redfin analysis found that people pay $ 50 more per square foot , on average , for homes in the best school districts , compared with those located in average - ranked districts . "
people,pay.01,$ 50 more per,,Affirmative,"In fact , a recent Redfin analysis found that people pay $ 50 more per square foot , on average , for homes in the best school districts , compared with those located in average - ranked districts . "
a family,weigh.01,a decision,,Affirmative,"Age of the child also matters when a family weighs a decision to uproot , as younger kids are much less set in their relationships and are open to change , he said . "
the 46-year-old 's,say.01,also matters,,Affirmative,"Age of the child also matters when a family weighs a decision to uproot , as younger kids are much less set in their relationships and are open to change , he said . "
Sharpe,postpone.01,a move for work,,Affirmative,Sharpe postponed a move for work until his oldest children were out of high school and his youngest was about to enter first grade . 
his youngest,enter.01,first grade,,Affirmative,Sharpe postponed a move for work until his oldest children were out of high school and his youngest was about to enter first grade . 
