A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Children,have.03,smaller odds of,,Affirmative,"Children who grow up in families with modest incomes have much smaller odds of economic success if they are raised in the South , regardless of their race , an extensive study by economists at Harvard University and University of California at Berkeley has concluded . "
"The report , titled",say.01,students in,,Affirmative,"The report , titled Why Rural Matters , says students in South Carolina 's schools performed among the lowest third of states in the US in math and fared even worse in reading . "
The report,say.01,Carolina ranks as,,Affirmative,"As a result , the report says , South Carolina ranks as the third highest priority in terms of the need for policymakers ' attention to rural education . "
several categories,gauge.01,the importance of,,Affirmative,"The report ranks all states in several categories that gauge the importance of rural education , the diversity of rural students and families , socioeconomic challenges , educational policy and expenditures and educational performance . "
The five gauges,show.01,creates,,Affirmative,The five gauges clearly show that the sheer number of South Carolina 's rural minority students combined with a depth of poverty and major unemployment creates a situation that has yielded poorly performing students . 
the sheer number of,create.01,a situation,,Affirmative,The five gauges clearly show that the sheer number of South Carolina 's rural minority students combined with a depth of poverty and major unemployment creates a situation that has yielded poorly performing students . 
a situation,yield.01,performing students,,Affirmative,The five gauges clearly show that the sheer number of South Carolina 's rural minority students combined with a depth of poverty and major unemployment creates a situation that has yielded poorly performing students . 
The report,say.01,ranking stems mostly from,,Affirmative,The report said South Carolina 's third worst ranking stems mostly from the diversity of ... 
the severe socioeconomic challenges facing families in,face.01,families,,Affirmative,student population and from the severe socioeconomic challenges facing families in rural areas . 
5 students in,attend.01,rural schools,,Affirmative,About 2 out of 5 students in South Carolina attend rural schools . 
the state legislature,spend.01,in assistance,,Affirmative,"For the first time in years , the state legislature , at the request of Gov. Nikki Haley , is poised to spend millions of dollars in assistance to those rural schools . "
Nikki Haley,call.03,for spending,,Affirmative,"In her State of the State speech in January , Haley called for spending $ 177 million to upgrade poor rural schools , especially in the areas of improving student literacy and access to technology . "
improving,take.01,center stage,,Affirmative,"Also for the first time in decades , improving public schools has taken center stage in the gubernatorial campaign , with both Haley and her Democratic challenger from Camden , state Sen. Vincent Sheheen , calling for reform . "
"Alan Richard ,",say.01,", there 's still lots of work",,Affirmative,"Alan Richard , a board member of the Community Trust and former resident of South Carolina , said that despite the legislature 's efforts this year , there 's still lots of work to do in the good old Palmetto State . "
they,do.02,every year,,Affirmative,"Triple what they 're doing every year would n't be enough , and some of our rural areas will still take many years of work to catch up , Richard added . "
some of,take.01,many years of work,,Affirmative,"Triple what they 're doing every year would n't be enough , and some of our rural areas will still take many years of work to catch up , Richard added . "
Richard,add.01,"would n't be enough , and",,Affirmative,"Triple what they 're doing every year would n't be enough , and some of our rural areas will still take many years of work to catch up , Richard added . "
The Post and Courier,offer.01,the enhanced ability,,Affirmative,The Post and Courier is pleased to offer readers the enhanced ability to comment on stories . 
readers,comment.01,on stories,,Affirmative,The Post and Courier is pleased to offer readers the enhanced ability to comment on stories . 
We,ask.02,"that you refrain from profanity ,",,Affirmative,"We ask that you refrain from profanity , hate speech , personal comments and remarks that are off point . "
you,refrain.01,"from profanity ,",,Affirmative,"We ask that you refrain from profanity , hate speech , personal comments and remarks that are off point . "
We,edit.01,submitted statements,,Affirmative,We do not edit user submitted statements and we can not promise that readers will not occasionally find offensive or inaccurate comments posted in the comments area . 
user,submit.01,submitted statements,,Affirmative,We do not edit user submitted statements and we can not promise that readers will not occasionally find offensive or inaccurate comments posted in the comments area . 
readers,find.01,comments posted in,,Affirmative,We do not edit user submitted statements and we can not promise that readers will not occasionally find offensive or inaccurate comments posted in the comments area . 
you,find.01,a comment,,Affirmative,"If you find a comment that is objectionable , please click the X that appears in the upper right corner when you hover over a comment . "
This,send.01,the comment,to Facebook,Affirmative,This will send the comment to Facebook for review . 
