A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
editorial boards for one of,give.01,a jolt to,two challengers -,Affirmative,"But surging support from advocates of educational change , the private sector and newspaper editorial boards for one of Torlakson 's two challengers - former charter schools executive Marshall Tuck - has given a jolt to the race in the midst of a relatively quiet 2014 election season . "
The emergence of Tuck,make.02,superintendent race,,Affirmative,The emergence of Tuck has made the state superintendent race into a potential proxy for a larger national debate over education policy that has pitted school unions against wealthy education advocates pushing for changes opposed by teachers . 
education policy,pit.01,school unions,against,Affirmative,The emergence of Tuck has made the state superintendent race into a potential proxy for a larger national debate over education policy that has pitted school unions against wealthy education advocates pushing for changes opposed by teachers . 
wealthy education advocates pushing for changes opposed by teachers,push.04,for changes opposed by teachers,,Affirmative,The emergence of Tuck has made the state superintendent race into a potential proxy for a larger national debate over education policy that has pitted school unions against wealthy education advocates pushing for changes opposed by teachers . 
by teachers,oppose.01,changes opposed by teachers,,Affirmative,The emergence of Tuck has made the state superintendent race into a potential proxy for a larger national debate over education policy that has pitted school unions against wealthy education advocates pushing for changes opposed by teachers . 
Weeks before the primary,draw.02,millions,,Affirmative,"Weeks before the primary , it already has drawn millions in union spending and interest from high - profile players including former Los Angeles Mayor Antonio Villaraigosa , one of Tuck 's mentors . "
a political novice making,make.02,his first run for,,Affirmative,"It will be an uphill battle for Tuck , a political novice making his first run for public office . "
executive Marshall Tuck,turn.12,ranking schools,,Affirmative,"He is campaigning to turn around California 's perennially low - ranking schools through new practices , such as greater curriculum flexibility for local districts , a longer review period before teachers obtain tenure , and increased parent participation in Sacramento policy - making . "
California 's powerful teachers,obtain.01,tenure,,Affirmative,"He is campaigning to turn around California 's perennially low - ranking schools through new practices , such as greater curriculum flexibility for local districts , a longer review period before teachers obtain tenure , and increased parent participation in Sacramento policy - making . "
funding formula,provide.01,additional money,to districts,Affirmative,He points to a new school funding formula that provides additional money to districts with a large population of low - income and English - learner students and the adoption of the Common Core curriculum standards as recent successes for California . 
Tom Torlakson,say.01,", he would focus on continuing",,Affirmative,"Torlakson said that , in a second term , he would focus on continuing to make those programs work , as well as developing California 's early - learning , career technical education and after - school programs as the state emerges from years of budget cuts . "
a safely Democratic seat for decades,emerge.01,from years of,,Affirmative,"Torlakson said that , in a second term , he would focus on continuing to make those programs work , as well as developing California 's early - learning , career technical education and after - school programs as the state emerges from years of budget cuts . "
Tuck,face.01,several challenges in,,Affirmative,"Tuck faces several challenges in his quest to unseat Torlakson : He 's virtually unknown outside of Los Angeles , where he most recently worked under Villaraigosa to lead the Partnership for Los Angeles Schools , a nonprofit that took over 17 of the city 's lowest - performing campuses beginning in 2008 . "
Tom Torlakson,work.01,to lead,under Villaraigosa,Affirmative,"Tuck faces several challenges in his quest to unseat Torlakson : He 's virtually unknown outside of Los Angeles , where he most recently worked under Villaraigosa to lead the Partnership for Los Angeles Schools , a nonprofit that took over 17 of the city 's lowest - performing campuses beginning in 2008 . "
Tom Torlakson,lead.02,the Partnership for,,Affirmative,"Tuck faces several challenges in his quest to unseat Torlakson : He 's virtually unknown outside of Los Angeles , where he most recently worked under Villaraigosa to lead the Partnership for Los Angeles Schools , a nonprofit that took over 17 of the city 's lowest - performing campuses beginning in 2008 . "
a nonprofit,take.12,17 of,,Affirmative,"Tuck faces several challenges in his quest to unseat Torlakson : He 's virtually unknown outside of Los Angeles , where he most recently worked under Villaraigosa to lead the Partnership for Los Angeles Schools , a nonprofit that took over 17 of the city 's lowest - performing campuses beginning in 2008 . "
Antonio Villaraigosa,endorse.01,executive Marshall Tuck,,Affirmative,Villaraigosa endorsed Tuck last month . 
by teachers,oppose.01,Several of,,Affirmative,"Several of Tuck 's proposals , including using student test scores in teacher evaluations and eliminating seniority - based layoffs , are strongly opposed by teachers . "
Tuck,identify.01,as,,Affirmative,"While Tuck also identifies as a Democrat , he is n't the establishment candidate . "
Tom Torlakson,secure.01,the support of,,Affirmative,Torlakson has secured the support of the California Democratic Party and many of its leading figures . 
Tuck,say.01,he is challenging,,Affirmative,Tuck said he is challenging an incumbent from his own party because it did n't make sense to wait for the politically perfect moment to run for state superintendent . 
Tom Torlakson,challenge.01,an incumbent,from,Affirmative,Tuck said he is challenging an incumbent from his own party because it did n't make sense to wait for the politically perfect moment to run for state superintendent . 
the support of the California Democratic Party,make.01,sense,to wait for,Affirmative,Tuck said he is challenging an incumbent from his own party because it did n't make sense to wait for the politically perfect moment to run for state superintendent . 
Lydia Gutierrez,mount.01,superintendent campaign,,Affirmative,"She mounted an unsuccessful state superintendent campaign in 2010 and has maintained a low profile this time , raising only a couple thousand dollars so far . "
