A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
our actions,live.04,to,,Affirmative,We make every effort to see that our actions live up to our words and be vigilant with regards to our behavior . 
by,write.01,The book,,Affirmative,"The book which was written by a Sierra Leonean , Michael Wundah is about the life and work of Dr Thorpe . "
Michael Wundah,state.01,writing was inspired and motivated by,,Affirmative,"In his ' Forward ' , Wundah stated that the writing was inspired and motivated by the greatest of masters , who orders as well as concludes all things bright and beautiful . "
by,motivate.02,the writing,,Affirmative,"In his ' Forward ' , Wundah stated that the writing was inspired and motivated by the greatest of masters , who orders as well as concludes all things bright and beautiful . "
Sia Nyama Koroma,say.01,book is rich in content  and history,,Affirmative,"In launching the book , the First Lady Sia Nyama Koroma said the book is rich in content  and history , well written and one can easily deduce the content   as it is a story about a strong , committed woman , dedicated to the service of the nation and empowerment of women and girls . "
one,deduce.01,the content  ,,Affirmative,"In launching the book , the First Lady Sia Nyama Koroma said the book is rich in content  and history , well written and one can easily deduce the content   as it is a story about a strong , committed woman , dedicated to the service of the nation and empowerment of women and girls . "
the First Lady Sia Nyama Koroma,say.01,book written from,,Affirmative,She said the book written from someone 's heart and it is the latest of the effort of Dr. Thorpe 's meaningful contribution to the nation and the society . 
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,take.01,her vow,,Affirmative,"As Dr. Thorpe took her vow in the sisterhood , this helps to shape her life and because of this , she has placed high premium on education . "
this,help.01,to shape,,Affirmative,"As Dr. Thorpe took her vow in the sisterhood , this helps to shape her life and because of this , she has placed high premium on education . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,place.01,high premium,on education,Affirmative,"As Dr. Thorpe took her vow in the sisterhood , this helps to shape her life and because of this , she has placed high premium on education . "
the First Lady Sia Nyama Koroma,say.01,life reveals,,Affirmative,"On her role in electoral management , Mrs. Koroma said her life reveals she is a non-conformist , as she saved the nation when the country was clamouring for change . "
the life and work of Dr Thorpe,reveal.01,she is,,Affirmative,"On her role in electoral management , Mrs. Koroma said her life reveals she is a non-conformist , as she saved the nation when the country was clamouring for change . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,save.02,the nation and empowerment of women and girls,,Affirmative,"On her role in electoral management , Mrs. Koroma said her life reveals she is a non-conformist , as she saved the nation when the country was clamouring for change . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,cite.01,page 141,,Affirmative,She cited page 141 in the book which she spoke about her decision in the 2007 elections . 
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,speak.01,about,,Affirmative,She cited page 141 in the book which she spoke about her decision in the 2007 elections . 
the people for change,have.03,nothing less,,Affirmative,They would have nothing less . 
her,give.01,a background of,,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
her,say.01,started in May 2013,,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
her,choose.01,that day,,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
her,launch.01,"a story about a strong , committed woman , dedicated to the service of the nation and empowerment of women and girls",,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
her,write.01,"a story about a strong , committed woman , dedicated to the service of the nation and empowerment of women and girls",,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
her,leave.01,the National Electoral Commission -LRB- NEC -RRB-,,Affirmative,"In her appreciation , she gave a background of the book which she said started in May 2013 , that was why she choose that day to launch the book , and it was her intention that she write the book after leaving the Commission . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,say.01,is,,Affirmative,"Dr. Thorpe said the touching side of the book is the discernment she has about the dreaming which is the logo of the book and she knows if she had been in convent , she would not have done it , except when she is outside and this she has done . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,have.03,the discernment,,Affirmative,"Dr. Thorpe said the touching side of the book is the discernment she has about the dreaming which is the logo of the book and she knows if she had been in convent , she would not have done it , except when she is outside and this she has done . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,know.01,", she would not have done it , except",,Affirmative,"Dr. Thorpe said the touching side of the book is the discernment she has about the dreaming which is the logo of the book and she knows if she had been in convent , she would not have done it , except when she is outside and this she has done . "
Dr Christiana Ayoka Mary Thorpe for the Chief Electoral Commissioner of the National Electoral Commission -LRB- NEC -RRB-,do.02,the touching side of the book,,Affirmative,"Dr. Thorpe said the touching side of the book is the discernment she has about the dreaming which is the logo of the book and she knows if she had been in convent , she would not have done it , except when she is outside and this she has done . "
Awoko Newspaper Copyright,©.01,2010-2011,,Affirmative,Awoko Newspaper Copyright © 2010-2011 . 
