A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Osei Kyei Mensah Bonsu,bemoan.01,the practice of replacing,,Affirmative,"Minority Leader , Osei Kyei Mensah Bonsu has bemoaned the practice of replacing sitting Members of Parliament ( MPs ) every four years . "
"Minority Leader , Osei Kyei Mensah Bonsu",say.01,practice only serves,,Affirmative,He said the practice only serves to weaken Parliament as an institution . 
the practice where political parties encourage `` a free for all primaries and so many of the members,serve.01,to weaken Parliament as,,Affirmative,He said the practice only serves to weaken Parliament as an institution . 
the practice where political parties encourage `` a free for all primaries and so many of the members,weaken.01,Parliament,,Affirmative,He said the practice only serves to weaken Parliament as an institution . 
"Minority Leader , Osei Kyei Mensah Bonsu",note.01,better he is for,,Affirmative,"On the average , the longer a person stays in Parliament , the better he is for the institution of Parliament and for the advancement of good democratic governance , he noted . "
The Suame MP,argue.01,are needed in,,Affirmative,The Suame MP argued that individuals with experience and competence are needed in the legislature to make useful contributions towards the passing of laws and proper oversight over the Executive arm of government . 
"Minority Leader , Osei Kyei Mensah Bonsu",say.01,Parliament should devise ways of keeping,,Affirmative,"In an interview with Citi News , Mr. Mensah Bonsu said Parliament should devise ways of keeping experienced ones . "
Parliament as an institution,devise.01,ways of keeping,,Affirmative,"In an interview with Citi News , Mr. Mensah Bonsu said Parliament should devise ways of keeping experienced ones . "
political parties,encourage.02,a free for,,Affirmative,"He described as unfortunate , the practice where political parties encourage a free for all primaries and so many of the members are peeled off at the end of every four years . "
The Minority leaders,call.05,to find ways of maintaining,,Affirmative,The Minority leaders therefore called on the various political parties to find ways of maintaining competent and experienced MPs in the House . 
The Minority leaders,find.01,ways of maintaining,,Affirmative,The Minority leaders therefore called on the various political parties to find ways of maintaining competent and experienced MPs in the House . 
by,vote.01,to serve,into power,Affirmative,Legislators in Ghana are voted into power by the constituents to serve a four - year term . 
Legislators in Ghana,serve.01,year term,,Affirmative,Legislators in Ghana are voted into power by the constituents to serve a four - year term . 
the constituents,renew.01,his or her mandate,,Affirmative,"Based on one 's competence and performance , the constituents may either renew his or her mandate or elect a new Legislator to represent them in Parliament . "
the constituents,elect.01,a new Legislator,,Affirmative,"Based on one 's competence and performance , the constituents may either renew his or her mandate or elect a new Legislator to represent them in Parliament . "
a new Legislator,represent.01,the constituents,,Affirmative,"Based on one 's competence and performance , the constituents may either renew his or her mandate or elect a new Legislator to represent them in Parliament . "
a seeming rise in,ensure.01,is elected into office,,Affirmative,"Gradually however , there is a seeming rise in the monetization of politics in Ghana which ensures that the person who has more money is elected into office . "
the person,have.03,more money,,Affirmative,"Gradually however , there is a seeming rise in the monetization of politics in Ghana which ensures that the person who has more money is elected into office . "
some,say.01,results in,,Affirmative,"In recent times , there have been criticism about the quality of debate and contributions some MPs make on the floor of Parliament which some say results in the passage of weak laws . "
Alban Bagbin,accuse.01,some of,for taking bribes from individuals and organizations,Affirmative,"In March this year , a former Majority leader and MP for Nadowli / Kaleo , Alban Bagbin accused some of his colleague MPs for taking bribes from individuals and organizations to articulate their views in Parliament . "
some of,take.01,bribes,from individuals and organizations,Affirmative,"In March this year , a former Majority leader and MP for Nadowli / Kaleo , Alban Bagbin accused some of his colleague MPs for taking bribes from individuals and organizations to articulate their views in Parliament . "
some of,articulate.01,their views in Parliament,,Affirmative,"In March this year , a former Majority leader and MP for Nadowli / Kaleo , Alban Bagbin accused some of his colleague MPs for taking bribes from individuals and organizations to articulate their views in Parliament . "
