A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
The Guardian,hire.01,Associate Managing Editor for,,Affirmative,"The Guardian has hired New York Times ' Associate Managing Editor for Digital Strategy Aron Pilhofer , placing him in the newly - created role of executive editor of digital , incoming editor-in-chief of TheGuardian.com Janine Gibson announced on Monday . "
The Guardian,place.01,Editor for Digital Strategy Aron Pilhofer,in,Affirmative,"The Guardian has hired New York Times ' Associate Managing Editor for Digital Strategy Aron Pilhofer , placing him in the newly - created role of executive editor of digital , incoming editor-in-chief of TheGuardian.com Janine Gibson announced on Monday . "
a blistering internal innovation report,  warned.01,advantage is shrinking,,Affirmative,The move comes less than two months after a blistering internal innovation report   warned that the Times ' journalism advantage is shrinking as it is surpassed by new digital competitors . 
by,surpass.01,New York Times ',,Affirmative,The move comes less than two months after a blistering internal innovation report   warned that the Times ' journalism advantage is shrinking as it is surpassed by new digital competitors . 
that move,publisher .01,Sulzberger to fire Abramson  after concluding,,Affirmative,It was that move that led Times publisher  Arthur Sulzberger to fire Abramson  after concluding that she had misled both him and chief executive Mark Thompson during her effort to hire Gibson . 
Arthur Sulzberger,fire.01,Abramson ,,Affirmative,It was that move that led Times publisher  Arthur Sulzberger to fire Abramson  after concluding that she had misled both him and chief executive Mark Thompson during her effort to hire Gibson . 
Arthur Sulzberger,conclude.01,that she had misled,,Affirmative,It was that move that led Times publisher  Arthur Sulzberger to fire Abramson  after concluding that she had misled both him and chief executive Mark Thompson during her effort to hire Gibson . 
Jill Abramson,mislead.01,both him and,,Affirmative,It was that move that led Times publisher  Arthur Sulzberger to fire Abramson  after concluding that she had misled both him and chief executive Mark Thompson during her effort to hire Gibson . 
both him and chief executive Mark Thompson,begin.01,talking in March,,Affirmative,"When we began talking in March , it was immediately apparent that Aron would bring the right combination of passion , ambition and skill to the Guardian , Gibson said in a statement . "
Aron Pilhofer,bring.01,"the right combination of passion , ambition and skill to",,Affirmative,"When we began talking in March , it was immediately apparent that Aron would bring the right combination of passion , ambition and skill to the Guardian , Gibson said in a statement . "
TheGuardian.com Janine Gibson,say.01,", it was",,Affirmative,"When we began talking in March , it was immediately apparent that Aron would bring the right combination of passion , ambition and skill to the Guardian , Gibson said in a statement . "
editor,understand.01,the future of,,Affirmative,He is a terrifically talented and visionary editor who clearly understands the future of digital journalism and we 're delighted he is joining our team . 
Aron Pilhofer,join.01,our team,,Affirmative,He is a terrifically talented and visionary editor who clearly understands the future of digital journalism and we 're delighted he is joining our team . 
"Pilhofer ,",execute.02,digital journalism initiatives and tools,,Affirmative,"Pilhofer , who is also editor of interactive news at the Times , will develop and execute new and innovative digital journalism initiatives and tools to help grow global audiences and deepen reader engagement , according to a news release . "
Aron Pilhofer,hire.01,the right deputy,,Affirmative,If he hires the right deputy maybe it will work . 
Aron Pilhofer,send.01,the signals,,Affirmative,"But the signals he is sending are so much business as usual it 's very hard for me to imagine he 's capable of leading that type of change ,  a former staffer said last week . "
editor of interactive news at the Times,imagine.01,he 's capable of leading,,Affirmative,"But the signals he is sending are so much business as usual it 's very hard for me to imagine he 's capable of leading that type of change ,  a former staffer said last week . "
Aron Pilhofer,lead.01,that type of change,,Affirmative,"But the signals he is sending are so much business as usual it 's very hard for me to imagine he 's capable of leading that type of change ,  a former staffer said last week . "
former staffer,say.01,it 's,,Affirmative,"But the signals he is sending are so much business as usual it 's very hard for me to imagine he 's capable of leading that type of change ,  a former staffer said last week . "
