A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
commander Ratko Mladic,contest.01,charges of,,Affirmative,"Former Bosnian Serb wartime commander Ratko Mladic has contested charges of deliberately shelling civilians during the siege of Sarajevo , one of the worst atrocities of the Balkan wars of the 1990s . "
commander Ratko Mladic,contest.01,charges of,,Affirmative,"Former Bosnian Serb wartime commander Ratko Mladic has contested charges of deliberately shelling civilians during the siege of Sarajevo , one of the worst atrocities of the Balkan wars of the 1990s . "
Lawyers for,open.01,his defence,,Affirmative,"Lawyers for Mr Mladic , who is accused of genocide , opened his defence at the Yugoslav war crimes tribunal by calling the first of about 300 witnesses . "
Lawyers for,call.01,the first of,,Affirmative,"Lawyers for Mr Mladic , who is accused of genocide , opened his defence at the Yugoslav war crimes tribunal by calling the first of about 300 witnesses . "
Mr Mladic 's,deny.01,all accusations levelled at him,,Affirmative,He has denied all accusations levelled at him by court prosecutors in The Hague . 
by,level.01,all accusations levelled at him,at him,Affirmative,He has denied all accusations levelled at him by court prosecutors in The Hague . 
"Mr Mladic , 71 ,",refute.01,charges relating to,,Affirmative,"Mr Mladic , 71 , now frail and grey , began by refuting charges relating to the 1992-1996 Sarajevo siege , where a large portion of about 100,000 war deaths during the Balkan wars took place . "
Mr Mladic 's,testify.01,the Bosnian Serb forces,,Affirmative,"Mile Sladoje , 63 , a former battalion commander , under Mr Mladic testified the Bosnian Serb forces only defended positions around the capital and never deliberately targeted civilians . "
"Mile Sladoje , 63 ,",defend.01,positions around,,Affirmative,"Mile Sladoje , 63 , a former battalion commander , under Mr Mladic testified the Bosnian Serb forces only defended positions around the capital and never deliberately targeted civilians . "
We,give.01,orders,,Affirmative,"We never received or gave orders to attack civilians in Sarajevo , he told the court . "
forces with,hold.04,positions,,Affirmative,"He countered that forces with the opposing army of Bosnia and Herzegovina held positions across Sarajevo , attacking Bosnian Serb positions from civilian sites . "
forces with,attack.01,Bosnian Serb positions from,,Affirmative,"He countered that forces with the opposing army of Bosnia and Herzegovina held positions across Sarajevo , attacking Bosnian Serb positions from civilian sites . "
Mr Sladoje,say.01,There was n't,,Affirmative,"There was n't a single area without military formation or military objects , Mr Sladoje said . "
Mr Sladoje,deny.01,forces fired,,Affirmative,Mr Sladoje also denied his forces fired three shells in January 1992 that killed six children playing on the street . 
his forces,fire.01,three shells,,Affirmative,Mr Sladoje also denied his forces fired three shells in January 1992 that killed six children playing on the street . 
"indictment ,",allege.01,", he conducted",,Affirmative,"Mr Mladic 's indictment , first issued in 1995 , alleges that between May 1992 and November 1995 , he conducted a campaign of sniping and shelling against the civilian population the primary purpose of which was to spread terror among the population . "
Mr Mladic 's,conduct.01,a campaign of sniping and shelling against,,Affirmative,"Mr Mladic 's indictment , first issued in 1995 , alleges that between May 1992 and November 1995 , he conducted a campaign of sniping and shelling against the civilian population the primary purpose of which was to spread terror among the population . "
Mr Mladic 's,shell.02,against,,Affirmative,"Mr Mladic 's indictment , first issued in 1995 , alleges that between May 1992 and November 1995 , he conducted a campaign of sniping and shelling against the civilian population the primary purpose of which was to spread terror among the population . "
We,moderate.01,all comments on HeraldScotland,,Affirmative,We moderate all comments on HeraldScotland on either a pre-moderated or post-moderated basis . 
