A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A comprehensive analysis of,find.01,multiple irregularities,,Affirmative,A comprehensive analysis of state death rulings found multiple irregularities . 
A comprehensive analysis of,find.01,multiple irregularities,,Affirmative,A comprehensive analysis of state death rulings found multiple irregularities . 
medical examiners,follow.02,crucial investigative steps,,Affirmative,"CHARLOTTE - Across North Carolina , medical examiners fail to follow crucial investigative steps , raising questions about the accuracy of thousands of death rulings , a Charlotte Observer investigation found . "
medical examiners,raise.01,questions about,,Affirmative,"CHARLOTTE - Across North Carolina , medical examiners fail to follow crucial investigative steps , raising questions about the accuracy of thousands of death rulings , a Charlotte Observer investigation found . "
Observer investigation,find.01,examiners fail,,Affirmative,"CHARLOTTE - Across North Carolina , medical examiners fail to follow crucial investigative steps , raising questions about the accuracy of thousands of death rulings , a Charlotte Observer investigation found . "
The living,face.01,the consequences,,Affirmative,The living face the consequences . 
Families,learn.01,ones died,,Affirmative,Families may never learn why their loved ones died . 
resident Cathy Wilson,have.03,body dug up,,Affirmative,"Because of a medical examiner 's mistake , Cherokee County resident Cathy Wilson had her husband 's body dug up to show that he was killed by a car accident rather than a heart attack . "
body,show.01,that he was killed by,,Affirmative,"Because of a medical examiner 's mistake , Cherokee County resident Cathy Wilson had her husband 's body dug up to show that he was killed by a car accident rather than a heart attack . "
by,kill.01,a medical examiner 's,,Affirmative,"Because of a medical examiner 's mistake , Cherokee County resident Cathy Wilson had her husband 's body dug up to show that he was killed by a car accident rather than a heart attack . "
her husband 's,commit.02,suicide,,Affirmative,Shannon Santimore had to fight for three days in court to prove that her husband did not commit suicide in Buncombe County . 
a medical examiner 's,conclude.01,four stab wounds in,,Affirmative,"After a medical examiner concluded David Worley died in a Harnett County car wreck last July , a funeral home discovered what the examiner missed : four stab wounds in his back . "
a funeral home,discover.01,examiner missed,,Affirmative,"After a medical examiner concluded David Worley died in a Harnett County car wreck last July , a funeral home discovered what the examiner missed : four stab wounds in his back . "
His widow,kill.01,a medical examiner 's,,Affirmative,His widow is now charged with killing him . 
• Medical examiners,examine.01,bodies,,Affirmative,"• Medical examiners fail to examine bodies in one of every nine cases , despite state rules that require them to view every corpse . "
state rules,require.01,to view,them,Affirmative,"• Medical examiners fail to examine bodies in one of every nine cases , despite state rules that require them to view every corpse . "
 Medical examiners,view.01,every corpse,,Affirmative,"• Medical examiners fail to examine bodies in one of every nine cases , despite state rules that require them to view every corpse . "
medical examiners,visit.01,"death scenes ,",,Affirmative,"• Nine times out of 10 , medical examiners do n't visit death scenes , a step that national experts say is key to investigations . "
national experts,say.01,is key to investigations,,Affirmative,"• Nine times out of 10 , medical examiners do n't visit death scenes , a step that national experts say is key to investigations . "
Elderly deaths,get.01,little scrutiny,,Affirmative,• Elderly deaths get little scrutiny . 
Some N.C. counties,perform.01,autopsies,,Affirmative,Some N.C. counties go years without performing autopsies on older victims . 
"rulings ,",delay.01,insurance payments,,Affirmative,"• Families often wait months for rulings , which delays insurance payments and increases emotional stress . "
"rulings ,",increase.01,emotional stress,,Affirmative,"• Families often wait months for rulings , which delays insurance payments and increases emotional stress . "
medical examiners,investigate.01,stakes are,,Affirmative,"Medical examiners are called in to investigate when the stakes are highest : suspicious , violent , accidental and unattended deaths . "
Those,account.01,for,,Affirmative,"Those account for about 10,000 of the roughly 75,000 deaths in North Carolina each year . "
the state 's,require.01,to get training and,examiners,Affirmative,But the state does n't require examiners to get training and rarely disciplines them when they break the rules . 
medical examiners,get.01,training and,,Affirmative,But the state does n't require examiners to get training and rarely disciplines them when they break the rules . 
medical examiners,break.01,state rules that require them to view every corpse,,Affirmative,But the state does n't require examiners to get training and rarely disciplines them when they break the rules . 
"Dr. Deborah Radisch ,",acknowledge.01,shortcomings,,Affirmative,"Dr. Deborah Radisch , the state 's chief medical examiner , acknowledged shortcomings in death investigations , and blamed them on a lack of money . "
"Dr. Deborah Radisch ,",blame.01,medical examiners,,Affirmative,"Dr. Deborah Radisch , the state 's chief medical examiner , acknowledged shortcomings in death investigations , and blamed them on a lack of money . "
medical examiners,try.01,to do,,Affirmative,"We 're trying to do the best we can with what we have , she said . "
medical examiners,do.02,the best,,Affirmative,"We 're trying to do the best we can with what we have , she said . "
Deborah Radisch,say.01,We 're trying,,Affirmative,"We 're trying to do the best we can with what we have , she said . "
Dr. Brent Hall,alert.01,the state toxicology lab,in Raleigh,Affirmative,Hall also did n't alert the state toxicology lab in Raleigh about the mysterious circumstances - or ask that tests be rushed . 
Dr. Brent Hall,ask.02,that tests be rushed,,Affirmative,Hall also did n't alert the state toxicology lab in Raleigh about the mysterious circumstances - or ask that tests be rushed . 
to determine,take.10,the state 's,,Affirmative,It took the state nearly six weeks to determine that carbon monoxide killed the couple . 
carbon monoxide,kill.01,an elderly couple,,Affirmative,It took the state nearly six weeks to determine that carbon monoxide killed the couple . 
The next weekend,kill.01,old Jeffrey Williams,,Affirmative,"The next weekend , the poisonous gas leaked into the hotel room again and killed 11 - year - old Jeffrey Williams . "
examiner system,operate.01,the way,,Affirmative,"North Carolina 's medical examiner system operates much the way it did 40 years ago , when the population was about half as large . "
North Carolina 's medical examiner system,do.02,the way,,Affirmative,"North Carolina 's medical examiner system operates much the way it did 40 years ago , when the population was about half as large . "
examiner system,spend.01,on,,Affirmative,"The average state medical examiner system spends $ 1.76 per capita on its death investigation system , according to a 2007 survey by the National Association of Medical Examiners ( NAME ) . "
North Carolina 's,spend.02,84 cents per capita,,Affirmative,"Last year , North Carolina spent less than half that - about 84 cents per capita . "
Gov. Pat McCrory,ask.02,for,lawmakers,Affirmative,Gov. Pat McCrory is asking lawmakers for an additional $ 1 million to fix the problems . 
an additional $ 1 million,fix.02,the problems,,Affirmative,Gov. Pat McCrory is asking lawmakers for an additional $ 1 million to fix the problems . 
