A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
A plane passenger,check.01,her cell phone,,Affirmative,A plane passenger checks her cell phone before a flight in Boston in October 2013 . 
The Federal Communications Commission,consider.02,lifting,,Affirmative,The Federal Communications Commission is considering lifting a 1991 on cellular service aboard planes . 
The Federal Communications Commission,lift.01,a 1991 on,,Affirmative,The Federal Communications Commission is considering lifting a 1991 on cellular service aboard planes . 
The Federal Communications Commission,decide.01,whether to allow,,Affirmative,"With the roar of 1,400 people ringing in its ears , the Federal Communications Commission can now decide whether to allow cellular service on planes . "
John Simpson of,write.01,This is,,Affirmative,"This is the worst idea ever , wrote John Simpson of San Francisco . "
Frank Wake of Anchorage,tell.01,This is,the commission,Affirmative,"Frank Wake of Anchorage told the commission , This is a very bad idea . "
Frank Wake,say.01,it will become,,Affirmative,"If the ban is lifted , Wake said , it will become cruel and unusual torture for those of us trapped . "
a relative handful of respondents,support.01,cellular service,,Affirmative,But a relative handful of respondents supported cellular service . 
more mobile networks on flights,drive.02,Internet costs,down,Affirmative,", said allowing more mobile networks on flights would drive down Internet costs and provide better service than the current Wi - Fi networks . "
more mobile networks on flights,provide.01,better service than,,Affirmative,", said allowing more mobile networks on flights would drive down Internet costs and provide better service than the current Wi - Fi networks . "
this,give.01,the power,,Affirmative,"But most important , this would give the power back to the consumers , Elsner wrote . "
Elsner,write.01,"important , this would give",,Affirmative,"But most important , this would give the power back to the consumers , Elsner wrote . "
the FCC,review.01,the comments,,Affirmative,"Now the FCC must review the comments and could vote to lift the 1991 ban on cellular service , which was created to avoid jamming ground stations . "
the FCC,vote.01,to lift,,Affirmative,"Now the FCC must review the comments and could vote to lift the 1991 ban on cellular service , which was created to avoid jamming ground stations . "
the FCC,lift.01,the 1991 ban on,,Affirmative,"Now the FCC must review the comments and could vote to lift the 1991 ban on cellular service , which was created to avoid jamming ground stations . "
The staff,see.01,if they can discern,,Affirmative,"The staff is going to go through the reply comments and the docket to see if they can discern a consensus or a possible consensus , said Angela Giancarlo , a former FCC staffer who is now a partner at Mayer Brown law firm in D.C. On a good day , no one is surprised by the outcome . "
