A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
We,re-imagine.01,our design,,Affirmative,We have re-imagined our design in a bold new way . 
We,roll.01,our design,,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
We,give.01,an opportunity,select readers,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
select readers,try.03,the new design,,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
We,welcome.01,your feedback,,Affirmative,We welcome your feedback . 
We,remove.01,you,from,Affirmative,We 've removed you from the beta test of the new design . 
you,clear.01,your cookies,,Affirmative,Please note : if you clear your cookies you may be invited back to the beta . 
I,take.01,"a road trip to Omaha , Neb",,Affirmative,"Several years ago , I took a road trip to Omaha , Neb . "
"30,000 people",cram.01,"the downtown Qwest Center ,",,Affirmative,"Every year , more than 30,000 people cram the downtown Qwest Center , now the Century Link Center , where Warren Buffett and Charlie Munger , his loyal lieutenant , would answer questions from shareholders for six hours . "
"Charlie Munger ,",answer.01,questions from shareholders,,Affirmative,"Every year , more than 30,000 people cram the downtown Qwest Center , now the Century Link Center , where Warren Buffett and Charlie Munger , his loyal lieutenant , would answer questions from shareholders for six hours . "
the inquiries,need.01,to relate to business,,Affirmative,"And the inquiries did n't even need to relate to business : sports , politics , pop culture - it was all fair game . "
the Berkshire portfolio managers,buy.01,million shares of DirecTV,,Affirmative,"Since 2011 , the Berkshire portfolio managers bought 34.5 million shares of DirecTV , at prices considerably less than the DirecTV closing price Monday of $ 84.65 per share and far less than $ 95 per share in cash and stock AT&T is offering for the satellite company . "
"Donald Ingham ,",say.01,DirecTV has worked out,,Affirmative,"DirecTV has worked out real well for them , said Donald Ingham , a portfolio manager at Tenth Avenue Holdings who closely follows Buffett . "
Tenth Avenue Holdings,follow.02,Buffett,,Affirmative,"DirecTV has worked out real well for them , said Donald Ingham , a portfolio manager at Tenth Avenue Holdings who closely follows Buffett . "
Berkshire,get.01,a full price for,,Affirmative,Berkshire is getting a full price for the business from AT&T . 
