A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Credit Suisse,see.01,little immediate impact,,Affirmative,WASHINGTON / NEW YORK / ZURICH - Credit Suisse saw little immediate impact yesterday ( May 20 ) after it became the largest bank in decades to plead guilty to a US criminal charge and will pay more than $ 2.5 billion in penalties for helping Americans evade taxes . 
Americans,evade.01,taxes,,Affirmative,WASHINGTON / NEW YORK / ZURICH - Credit Suisse saw little immediate impact yesterday ( May 20 ) after it became the largest bank in decades to plead guilty to a US criminal charge and will pay more than $ 2.5 billion in penalties for helping Americans evade taxes . 
guilty plea,resolve.01,running dispute with,,Affirmative,The bank 's guilty plea resolves its long - running dispute with the United States over the probe and marks a rare criminal indictment for a major financial institution . 
guilty plea,mark.01,a rare criminal indictment for,,Affirmative,The bank 's guilty plea resolves its long - running dispute with the United States over the probe and marks a rare criminal indictment for a major financial institution . 
The Justice Department,pursue.01,such convictions for fear,,Affirmative,"The Justice Department has not often pursued such convictions for fear they could destabilize large financial firms and wider markets , but lawmakers have recently pressured authorities to show that banks are not too big to jail . "
they,destabilize.01,large financial firms and,,Affirmative,"The Justice Department has not often pursued such convictions for fear they could destabilize large financial firms and wider markets , but lawmakers have recently pressured authorities to show that banks are not too big to jail . "
lawmakers,pressure.01,the United States over the probe,,Affirmative,"The Justice Department has not often pursued such convictions for fear they could destabilize large financial firms and wider markets , but lawmakers have recently pressured authorities to show that banks are not too big to jail . "
the United States over the probe,show.01,that banks are not,,Affirmative,"The Justice Department has not often pursued such convictions for fear they could destabilize large financial firms and wider markets , but lawmakers have recently pressured authorities to show that banks are not too big to jail . "
Credit Suisse,say.01,it had not seen,,Affirmative,"Credit Suisse said it had not seen a material impact in the past few weeks on its business , and that clients faced no legal obstacles from doing business with it despite the guilty plea . "
Credit Suisse,see.01,a material impact,,Affirmative,"Credit Suisse said it had not seen a material impact in the past few weeks on its business , and that clients faced no legal obstacles from doing business with it despite the guilty plea . "
clients,face.01,no legal obstacles from doing business with it,,Affirmative,"Credit Suisse said it had not seen a material impact in the past few weeks on its business , and that clients faced no legal obstacles from doing business with it despite the guilty plea . "
clients,do.02,business,,Affirmative,"Credit Suisse said it had not seen a material impact in the past few weeks on its business , and that clients faced no legal obstacles from doing business with it despite the guilty plea . "
some analysts,say.01,could still pull,,Affirmative,But some analysts said clients and counterparties could still pull their business in the coming weeks . 
clients and counterparties,pull.01,its business,,Affirmative,But some analysts said clients and counterparties could still pull their business in the coming weeks . 
some analysts,expect.01,event has been,,Affirmative,"While we expect that this event has been well - flagged and the impact likely to be muted , there is always the small risk of unintended consequences , Citigroup analysts Kinner Lakhani and Nicholas Herman wrote in a note to investors . "
Citigroup analysts,write.01,", there is always",to investors,Affirmative,"While we expect that this event has been well - flagged and the impact likely to be muted , there is always the small risk of unintended consequences , Citigroup analysts Kinner Lakhani and Nicholas Herman wrote in a note to investors . "
largest bank,escape.01,dramatic outcomes for,,Affirmative,Switzerland 's second - largest bank escaped more dramatic outcomes for its business - the New York state bank regulator decided not to revoke the bank 's license in the state . 
York state bank regulator,decide.01,not to revoke,,Affirmative,Switzerland 's second - largest bank escaped more dramatic outcomes for its business - the New York state bank regulator decided not to revoke the bank 's license in the state . 
York state bank regulator,revoke.01,license,,Affirmative,Switzerland 's second - largest bank escaped more dramatic outcomes for its business - the New York state bank regulator decided not to revoke the bank 's license in the state . 
its top management,hand.02,"specific client data , protected by",,Affirmative,"Also , its top management stayed in place and it will not have to hand over specific client data , protected by Swiss secrecy laws , though it will turn over some account information . "
by,protect.01,"specific client data , protected by",,Affirmative,"Also , its top management stayed in place and it will not have to hand over specific client data , protected by Swiss secrecy laws , though it will turn over some account information . "
the United States over the probe,say.01,Suisse helped,,Affirmative,"U.S. prosecutors said Credit Suisse helped clients conceal assets in secret accounts that were not disclosed to U.S. tax authorities , in a conspiracy that spanned decades , and for one of the bank 's units , involved practices that began more than a century ago . "
Credit Suisse,help.01,clients conceal assets in,,Affirmative,"U.S. prosecutors said Credit Suisse helped clients conceal assets in secret accounts that were not disclosed to U.S. tax authorities , in a conspiracy that spanned decades , and for one of the bank 's units , involved practices that began more than a century ago . "
clients,conceal.01,assets,,Affirmative,"U.S. prosecutors said Credit Suisse helped clients conceal assets in secret accounts that were not disclosed to U.S. tax authorities , in a conspiracy that spanned decades , and for one of the bank 's units , involved practices that began more than a century ago . "
a conspiracy,span.01,decades,,Affirmative,"U.S. prosecutors said Credit Suisse helped clients conceal assets in secret accounts that were not disclosed to U.S. tax authorities , in a conspiracy that spanned decades , and for one of the bank 's units , involved practices that began more than a century ago . "
This case,show.01,", is above",,Affirmative,"This case shows that no financial institution , no matter its size or global reach , is above the law , Attorney General Eric Holder said at a news conference in Washington . "
General Eric Holder,say.01,case shows,,Affirmative,"This case shows that no financial institution , no matter its size or global reach , is above the law , Attorney General Eric Holder said at a news conference in Washington . "
