A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
relevant agencies,create.01,favourable conditions,,Affirmative,"Vietnam 's relevant agencies have created favourable conditions for China to repatriate Chinese workers at the Formosa project in central Ha Tinh province by air and by sea , at the request of the Chinese Embassy in Hanoi and the Chinese contractor . "
China 's,repatriate.01,Chinese workers,,Affirmative,"Vietnam 's relevant agencies have created favourable conditions for China to repatriate Chinese workers at the Formosa project in central Ha Tinh province by air and by sea , at the request of the Chinese Embassy in Hanoi and the Chinese contractor . "
by Taiwan,invest.01,the Formosa project invested by Taiwan,in,Affirmative,"Following the incident at the Formosa project invested by Taiwan ( China ) in central Ha Tinh province 's Vung Ang Economic Zone , the provincial authorities and relevant agencies have taken a series of measures to support both domestic and foreign organisations and individuals that suffered from damages in terms of health and asset . "
the provincial authorities and,take.01,a series of measures,,Affirmative,"Following the incident at the Formosa project invested by Taiwan ( China ) in central Ha Tinh province 's Vung Ang Economic Zone , the provincial authorities and relevant agencies have taken a series of measures to support both domestic and foreign organisations and individuals that suffered from damages in terms of health and asset . "
individuals,suffer.01,from damages,,Affirmative,"Following the incident at the Formosa project invested by Taiwan ( China ) in central Ha Tinh province 's Vung Ang Economic Zone , the provincial authorities and relevant agencies have taken a series of measures to support both domestic and foreign organisations and individuals that suffered from damages in terms of health and asset . "
the provincial authorities,work.01,to strengthen security and order,,Affirmative,"They also worked to strengthen security and order , while detaining and launching legal proceedings against extremists who committed law violations . "
the provincial authorities,strengthen.01,security and order,,Affirmative,"They also worked to strengthen security and order , while detaining and launching legal proceedings against extremists who committed law violations . "
the provincial authorities,launch.01,legal proceedings,,Affirmative,"They also worked to strengthen security and order , while detaining and launching legal proceedings against extremists who committed law violations . "
extremists,commit.02,law violations,,Affirmative,"They also worked to strengthen security and order , while detaining and launching legal proceedings against extremists who committed law violations . "
"owner , contractors , engineers and workers from China and Taiwan",recognize.01,support,,Affirmative,"Formosa project 's owner , contractors , engineers and workers from China and Taiwan recognised the Vietnamese side 's support and thanked them for handling the incident in a prompt and effective manner . "
"owner , contractors , engineers and workers from China and Taiwan",thank.01,"owner , contractors , engineers and workers",for handling,Affirmative,"Formosa project 's owner , contractors , engineers and workers from China and Taiwan recognised the Vietnamese side 's support and thanked them for handling the incident in a prompt and effective manner . "
"owner , contractors , engineers and workers",handle.01,the incident,,Affirmative,"Formosa project 's owner , contractors , engineers and workers from China and Taiwan recognised the Vietnamese side 's support and thanked them for handling the incident in a prompt and effective manner . "
Director Yang Hong Zhi from Taiwan,affirm.01,investor will continue,,Affirmative,The Formosa project 's General Director Yang Hong Zhi from Taiwan affirmed the investor will continue to implement the project in accordance with schedule . 
the investor,continue.01,to implement,,Affirmative,The Formosa project 's General Director Yang Hong Zhi from Taiwan affirmed the investor will continue to implement the project in accordance with schedule . 
the investor,implement.01,the project,,Affirmative,The Formosa project 's General Director Yang Hong Zhi from Taiwan affirmed the investor will continue to implement the project in accordance with schedule . 
the Vung Ang Economic Zone opposing,oppose.01,illegal placement of,,Affirmative,"On May 14 , a parade in the Vung Ang Economic Zone opposing China 's illegal placement of a drilling rig in Vietnam 's exclusive economic zone turned into a clash with foreign experts and workers at the project . "
some people,take.01,advantage,of,Affirmative,"Taking advantage of the situation , some people set fire to the houses of foreign workers and stole company assets , machinery and other equipment . "
some people,set.02,fire,to,Affirmative,"Taking advantage of the situation , some people set fire to the houses of foreign workers and stole company assets , machinery and other equipment . "
some people,steal.01,"company assets , machinery and",,Affirmative,"Taking advantage of the situation , some people set fire to the houses of foreign workers and stole company assets , machinery and other equipment . "
