A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Virginia Democrats,claim.01,statewide office,,Affirmative,"Since Virginia Democrats claimed statewide office in January , Governor Terry McAuliffe and Attorney General Mark Herring have moved quickly to reverse many Republican policies . "
Governor Terry McAuliffe and,reverse.01,many Republican policies,,Affirmative,"Since Virginia Democrats claimed statewide office in January , Governor Terry McAuliffe and Attorney General Mark Herring have moved quickly to reverse many Republican policies . "
the flashpoints,prompt.01,action by Democrats and protests from Republicans,,Affirmative,"Gay marriage , abortion clinic regulations and in-state tuition for the children of illegal immigrants are just a few of the flashpoints that have prompted action by Democrats and protests from Republicans . "
General Mark Herring,say.01,he would not defend,,Affirmative,"When Attorney General Mark Herring said he would not defend Virginia 's ban on same - sex marriage , he earned liberals ' praise and conservatives ' scorn . "
Attorney General Mark Herring,defend.01,ban on,,Affirmative,"When Attorney General Mark Herring said he would not defend Virginia 's ban on same - sex marriage , he earned liberals ' praise and conservatives ' scorn . "
Attorney General Mark Herring,earn.01,praise and,,Affirmative,"When Attorney General Mark Herring said he would not defend Virginia 's ban on same - sex marriage , he earned liberals ' praise and conservatives ' scorn . "
Governor Terry McAuliffe,do.02,the same,,Affirmative,And Governor Terry McAuliffe recently did the same when he urged the Virginia Board of Health to review regulations that threaten to close many of the state 's abortion clinics . 
Governor Terry McAuliffe,urge.01,the Virginia Board of Health,to review regulations,Affirmative,And Governor Terry McAuliffe recently did the same when he urged the Virginia Board of Health to review regulations that threaten to close many of the state 's abortion clinics . 
the Virginia Board of Health,review.01,regulations,,Affirmative,And Governor Terry McAuliffe recently did the same when he urged the Virginia Board of Health to review regulations that threaten to close many of the state 's abortion clinics . 
regulations,threaten.01,to close many of,,Affirmative,And Governor Terry McAuliffe recently did the same when he urged the Virginia Board of Health to review regulations that threaten to close many of the state 's abortion clinics . 
regulations,close.01,many of,,Affirmative,And Governor Terry McAuliffe recently did the same when he urged the Virginia Board of Health to review regulations that threaten to close many of the state 's abortion clinics . 
Virginia Tech Professor and,expect.01,Democrats to stop there,,Affirmative,Virginia Tech Professor and WDBJ7 Political Analyst Bob Denton does n't expect Virginia Democrats to stop there . 
Denton,think.01,you may see some of,,Affirmative,"I think you may see some of the aspects tightening as it relates to concealed weapons , some of the gun issues , Denton told WDBJ7 . "
you,see.01,some of,,Affirmative,"I think you may see some of the aspects tightening as it relates to concealed weapons , some of the gun issues , Denton told WDBJ7 . "
Denton,tell.01,I think,WDBJ7,Affirmative,"I think you may see some of the aspects tightening as it relates to concealed weapons , some of the gun issues , Denton told WDBJ7 . "
Denton,think.01,you 're going,,Affirmative,  I think you 're going to continue to see it in terms of women 's issues broadly defined . 
you,continue.01,to see it in terms of,,Affirmative,  I think you 're going to continue to see it in terms of women 's issues broadly defined . 
you,see.01,"some of the aspects tightening as it relates to concealed weapons , some of the gun issues",,Affirmative,  I think you 're going to continue to see it in terms of women 's issues broadly defined . 
Denton,think.01,you 're going,,Affirmative,I think you 're going to see it in terms of some of the access as it relates to voting . 
you,see.01,"some of the aspects tightening as it relates to concealed weapons , some of the gun issues",,Affirmative,I think you 're going to see it in terms of some of the access as it relates to voting . 
Moves,energize.01,the Democratic base,,Affirmative,"Moves that will energize the Democratic base , Denton says , also motivate Republican opposition . "
Denton,say.01,also motivate,,Affirmative,"Moves that will energize the Democratic base , Denton says , also motivate Republican opposition . "
Moves,motivate.01,Republican opposition,,Affirmative,"Moves that will energize the Democratic base , Denton says , also motivate Republican opposition . "
conservative Delegate Bob Marshall,say.01,people will say privately,,Affirmative,"One thing about Delegate Marshall is he will say publicly what many people will say privately , or to each other , Denton said . "
Denton,say.01,is,,Affirmative,"One thing about Delegate Marshall is he will say publicly what many people will say privately , or to each other , Denton said . "
a good debate to have,mean.01,to raise,,Affirmative,"People can think about what does it mean to raise your hand and say you support the Constitution , and your obligations therein , and then how independent can you be ? "
a good debate to have,raise.01,your hand,,Affirmative,"People can think about what does it mean to raise your hand and say you support the Constitution , and your obligations therein , and then how independent can you be ? "
a good debate to have,say.01,you support,,Affirmative,"People can think about what does it mean to raise your hand and say you support the Constitution , and your obligations therein , and then how independent can you be ? "
your,support.01,the Constitution,,Affirmative,"People can think about what does it mean to raise your hand and say you support the Constitution , and your obligations therein , and then how independent can you be ? "
The limits of,play.02,a role in,,Affirmative,"The limits of executive power could also play a role in the continuing standoff over the state budget , if the House of Delegates and the State Senate fail to reach agreement on a new spending plan by July first . "
the House of Delegates,reach.01,agreement on,,Affirmative,"The limits of executive power could also play a role in the continuing standoff over the state budget , if the House of Delegates and the State Senate fail to reach agreement on a new spending plan by July first . "
by,supply.01,No email address,,Affirmative,No email address was supplied by . 
you,have.03,subscription offers sent,,Affirmative,Please confirm or modify the email address to which you will have subscription offers sent . 
