A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
by,release.01,"Development Report 2014 ,",,Affirmative,"MAY 19 - The Nepal Human Development Report 2014 , jointly released on Thursday by the National Planning Commission and the United Nations Development Programme , broadly states that while Nepal has made some progress in human development and narrowing inequalities , the pace of development has not been as expected . "
"Development Report 2014 ,",state.01,has not been,,Affirmative,"MAY 19 - The Nepal Human Development Report 2014 , jointly released on Thursday by the National Planning Commission and the United Nations Development Programme , broadly states that while Nepal has made some progress in human development and narrowing inequalities , the pace of development has not been as expected . "
Akhilesh Upadhyay and,note.01,scholar,,Affirmative,"Akhilesh Upadhyay and Pranaya SJB Rana spoke to Pitamber Sharma , noted scholar and lead author of the Report , about its focus on spatial inequalities , the lessons Nepal 's planners could take and the role foreign aid has played - or has failed to play - in the country 's development . "
Akhilesh Upadhyay and,lead.01,author of,,Affirmative,"Akhilesh Upadhyay and Pranaya SJB Rana spoke to Pitamber Sharma , noted scholar and lead author of the Report , about its focus on spatial inequalities , the lessons Nepal 's planners could take and the role foreign aid has played - or has failed to play - in the country 's development . "
planners,take.01,the lessons,,Affirmative,"Akhilesh Upadhyay and Pranaya SJB Rana spoke to Pitamber Sharma , noted scholar and lead author of the Report , about its focus on spatial inequalities , the lessons Nepal 's planners could take and the role foreign aid has played - or has failed to play - in the country 's development . "
Nepal 's,try.01,to institutionalise,,Affirmative,Nepal is passing through a crucial transition and is trying to institutionalise political and structural changes . 
we,look.01,at,,Affirmative,"Now , the challenge for Nepal is development and accordingly , we have focussed on human capability and human productive ability and through them , we have looked at Nepal 's existing spatial inequality . "
we,look.01,at capability,,Affirmative,So we looked at capability through productive ability and total factor productivity in various sectors like manufacturing . 
we,account.01,for,,Affirmative,"We also accounted for human development , poverty and gender . "
The Nepal Human Development Report 2014,help.01,identify,,Affirmative,This report will help identify priority areas . 
The Nepal Human Development Report 2014,identify.01,priority areas for long,,Affirmative,This report will help identify priority areas . 
