A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
E.T. Richards JP MP,advise.01,Service has downgraded,,Affirmative,E.T. Richards JP MP today advised that Moody 's Investors Service has downgraded Bermuda 's rating to A1 from Aa3 and changed the outlook to stable from negative . 
Investors Service,downgrade.02,rating,,Affirmative,E.T. Richards JP MP today advised that Moody 's Investors Service has downgraded Bermuda 's rating to A1 from Aa3 and changed the outlook to stable from negative . 
Investors Service,change.01,the outlook,,Affirmative,E.T. Richards JP MP today advised that Moody 's Investors Service has downgraded Bermuda 's rating to A1 from Aa3 and changed the outlook to stable from negative . 
Minister Richards,explain.01,is,,Affirmative,"One of the key drivers stated as the reason for the downgrade is the persistent economic recession , explained Minister Richards . "
Moody 's,attach.01,a stable outlook to,,Affirmative,"We are pleased , however , that Moody 's has attached a stable outlook to the rating . "
the Minister of Finance,note.01,rating remains in,,Affirmative,"While the ratings adjustment is disappointing news , the Minister of Finance noted that the adjusted rating remains in the upper medium investment grade . "
Moody 's,adjust.01,deposit ceiling,,Affirmative,Moody 's has also adjusted Bermuda 's long - term foreign currency deposit ceiling to A1 . 
The rating action,affect.01,"term deposit ceiling , or",,Affirmative,"The rating action does not affect the Prime - 1 short - term deposit ceiling , or the foreign currency bond ceiling ( Aa2 , P - 1 ) and long - term local currency country and deposit ceilings ( Aa2 ) . "
The Government,continue.01,to press ahead with,,Affirmative,"In closing the Minister of Finance said , The Government will continue to press ahead with our Jobs and Economic Turnaround Plan that strikes a balance between responsible growth and disciplined financial management . "
The Government,press.01,with,ahead,Affirmative,"In closing the Minister of Finance said , The Government will continue to press ahead with our Jobs and Economic Turnaround Plan that strikes a balance between responsible growth and disciplined financial management . "
Economic Turnaround Plan,strike.05,a balance between,,Affirmative,"In closing the Minister of Finance said , The Government will continue to press ahead with our Jobs and Economic Turnaround Plan that strikes a balance between responsible growth and disciplined financial management . "
by,use.01,the words,,Affirmative,"Instead of the words such as Turning the Corner used by the OBA when talking about the economy ; Moody 's used language that all Bermudians know to be true , ongoing deterioration . "
Moody 's,use.01,language,,Affirmative,"Instead of the words such as Turning the Corner used by the OBA when talking about the economy ; Moody 's used language that all Bermudians know to be true , ongoing deterioration . "
all Bermudians,know.01,language,,Affirmative,"Instead of the words such as Turning the Corner used by the OBA when talking about the economy ; Moody 's used language that all Bermudians know to be true , ongoing deterioration . "
the OBA,take.01,office,,Affirmative,"Since the OBA have taken office Bermuda has lost 1,166 jobs and seen 261 companies close their doors . "
Bermuda,see.01,companies close,,Affirmative,"Since the OBA have taken office Bermuda has lost 1,166 jobs and seen 261 companies close their doors . "
261 companies,close.01,their doors,,Affirmative,"Since the OBA have taken office Bermuda has lost 1,166 jobs and seen 261 companies close their doors . "
Employers,cut.02,"staff , hours , and benefits",,Affirmative,"Employers are cutting staff , hours , and benefits - meanwhile the cost of living continues to rise making life harder for most Bermudians . "
the cost of living,make.02,life harder for,,Affirmative,"Employers are cutting staff , hours , and benefits - meanwhile the cost of living continues to rise making life harder for most Bermudians . "
Our young people,leave.01,the island,,Affirmative,Our young people are leaving the island as they see no opportunity at home while work permit policies seem to put the rights of employers and non-bermudians over the rights of Bermudians . 
they,see.01,no opportunity at home,,Affirmative,Our young people are leaving the island as they see no opportunity at home while work permit policies seem to put the rights of employers and non-bermudians over the rights of Bermudians . 
We,build.01,an economy,,Affirmative,We can not build an economy for the future with ideas from the last century ; we must look forward and be bold . 
we,call.01,for immediate action on,,Affirmative,"This is why we have called for immediate action on online gaming ; immediate action on alternative energy investments ; immediate action on freeing up local industry from unnecessary regulation , which is stifling the creativity of our entrepreneurs ; and the establishment of a Bermuda Fund to attract new job creating industries to our shores . "
"unnecessary regulation ,",stifle.01,the creativity of,,Affirmative,"This is why we have called for immediate action on online gaming ; immediate action on alternative energy investments ; immediate action on freeing up local industry from unnecessary regulation , which is stifling the creativity of our entrepreneurs ; and the establishment of a Bermuda Fund to attract new job creating industries to our shores . "
These ideas,assist.01,Bermuda and Bermudians,,Affirmative,"These ideas will assist Bermuda and Bermudians by diversifying the economy , creating new jobs , and increasing government revenue . "
