A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
school pupils,take.01,to,,Affirmative,TALENTED Southampton school pupils will be taking to the stage in aid of charity . 
Youngsters from,stage.01,Talent event,,Affirmative,"Youngsters from St George Catholic College will be staging their own St George 's Got Talent event on June 3 , to raise money for pancreatic cancer research . "
Youngsters from,raise.01,money for,,Affirmative,"Youngsters from St George Catholic College will be staging their own St George 's Got Talent event on June 3 , to raise money for pancreatic cancer research . "
"The event ,",feature.01,"a host of acts , including magicians , dancers and bands",,Affirmative,"The event , which is open to the public , starts at 7 pm and will feature a host of acts , including magicians , dancers and bands . "
"Tickets , priced at £2.50",call.01,the school,,Affirmative,"Tickets , priced at £2.50 for adults and £2 for children , can be booked by calling the school in Leaside Way on 023 8032 2603 or will be available on the night . "
We,want.01,you to enjoy,,Affirmative,We want you to enjoy your visit to our website . 
you,enjoy.01,your visit to,,Affirmative,We want you to enjoy your visit to our website . 
We,use.01,the cookies,to enhance,Affirmative,That 's why we use cookies to enhance your experience . 
We,enhance.01,your experience,,Affirmative,That 's why we use cookies to enhance your experience . 
you,agree.01,to,,Affirmative,By staying on our website you agree to our use of cookies . 
We,use.01,the cookies,,Affirmative,Find out more about the cookies we use . 
