A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Councillor Ayanna Pressley,speak.01,about,,Affirmative,"When Boston City Councillor Ayanna Pressley speaks about domestic violence her voice fills with passion , and people listen . "
Boston City Councillor Ayanna Pressley,speak.01,about,,Affirmative,"Recently , Councillor Pressley spoke at two different events about the effects of domestic violence . "
The thread of,weaken.01,the collective fibers,,Affirmative,The thread of domestic violence weakens the collective fibers that comprise our community . 
our,need.01,only look at,,Affirmative,"We need only look at recent Boston Globe reports to see examples of this epidemic , particularly the cases of  Jared Remy and Nathaniel Fujita . "
our,look.01,at,,Affirmative,"We need only look at recent Boston Globe reports to see examples of this epidemic , particularly the cases of  Jared Remy and Nathaniel Fujita . "
our,see.01,examples of,,Affirmative,"We need only look at recent Boston Globe reports to see examples of this epidemic , particularly the cases of  Jared Remy and Nathaniel Fujita . "
city,attract.01,"people to live , work , and innovate",,Affirmative,"The economic rationale for ending domestic violence is clear : with a strong and thriving community , Boston will be a sustainable and livable city that attracts talented people to live , work , and innovate . "
we all,need.01,to do,,Affirmative,The plea is clear : we all need to do our parts to build and strengthen community . 
we all,do.02,our parts,,Affirmative,The plea is clear : we all need to do our parts to build and strengthen community . 
we all,strengthen.01,community,,Affirmative,The plea is clear : we all need to do our parts to build and strengthen community . 
some studies,estimate.01,exceeds,,Affirmative,"Given its wide impact across a range of issues , some studies estimate that the total annual cost of domestic violence in the United States exceeds $ 12 billion . "
the total annual cost of,exceed.01,$ 12 billion,,Affirmative,"Given its wide impact across a range of issues , some studies estimate that the total annual cost of domestic violence in the United States exceeds $ 12 billion . "
Domestic abuse,have.03,costs and effects on community,,Affirmative,Domestic abuse has various direct and indirect costs and effects on community . 
Domestic abuse,affect.01,body and mind,,Affirmative,"Domestic abuse affects an individual 's body and mind ; depression , post-traumatic stress disorder ( PTSD ) , and dissociation are some of the more complex ailments caused by domestic abuse . "
by,cause.01,complex ailments caused by,,Affirmative,"Domestic abuse affects an individual 's body and mind ; depression , post-traumatic stress disorder ( PTSD ) , and dissociation are some of the more complex ailments caused by domestic abuse . "
Multiple forms of abuse (,cause.01,care costs over,,Affirmative,Multiple forms of abuse ( mental and physical ) can cause higher health care costs over the short and long term for victims and families . 
by,cause.01,ailments caused by,,Affirmative,"According to Dr. Robert Pearl , health care treatment of ailments caused by domestic violence has resulted in medical costs of $ 5.8 billion . "
domestic violence,drive.02,care costs for everyone,up,Affirmative,The result is that domestic violence drives up health care costs for everyone . 
Domestic violence,impede.01,"job advancement ,",,Affirmative,"Domestic violence impedes victims ' job advancement , compromises safety for employees and their co-workers , while also causing victims to miss work , arrive late for work and / or leave work early to care for themselves or their children . "
victims and families,miss.02,work,,Affirmative,"Domestic violence impedes victims ' job advancement , compromises safety for employees and their co-workers , while also causing victims to miss work , arrive late for work and / or leave work early to care for themselves or their children . "
victims and families,leave.01,work,,Affirmative,"Domestic violence impedes victims ' job advancement , compromises safety for employees and their co-workers , while also causing victims to miss work , arrive late for work and / or leave work early to care for themselves or their children . "
society,address.02,effects of,,Affirmative,"As society becomes more comfortable addressing the social and economic effects of domestic violence , more employers have seen the need to support employees in need . "
more employers,see.01,the need,,Affirmative,"As society becomes more comfortable addressing the social and economic effects of domestic violence , more employers have seen the need to support employees in need . "
more employers,view.02,domestic violence,,Affirmative,"Consequently , employers should view domestic violence in the same light as other health issues that affect employee productivity . "
other health issues,affect.01,employee productivity,,Affirmative,"Consequently , employers should view domestic violence in the same light as other health issues that affect employee productivity . "
Domestic violence,impact.01,overall economic productivity,,Affirmative,Domestic violence also impacts overall economic productivity in a variety of other ways that have negative repercussions . 
other ways,have.03,negative repercussions,,Affirmative,Domestic violence also impacts overall economic productivity in a variety of other ways that have negative repercussions . 
Lawmakers,take.01,note,,Affirmative,Lawmakers also are beginning to take note . 
laws,support.01,the premise,,Affirmative,Certain federal and state laws now support the premise that employers must make accommodations and provide benefits to victims of domestic violence . 
more employers,provide.01,benefits,to victims of,Affirmative,Certain federal and state laws now support the premise that employers must make accommodations and provide benefits to victims of domestic violence . 
Some jurisdictions,mandate.01,that employers grant leave to employees,,Affirmative,Some jurisdictions have even mandated that employers grant leave to employees that are coping with domestic violence issues . 
employers,grant.01,leave to employees,,Affirmative,Some jurisdictions have even mandated that employers grant leave to employees that are coping with domestic violence issues . 
employees,cope.01,with,,Affirmative,Some jurisdictions have even mandated that employers grant leave to employees that are coping with domestic violence issues . 
laws,create.01,employer duties,,Affirmative,Some federal and state laws have created employer duties to accommodate domestic violence victims and prohibit employers from taking adverse actions against employees that disclose being victims of domestic abuse . 
laws,prohibit.01,more employers,from taking,Affirmative,Some federal and state laws have created employer duties to accommodate domestic violence victims and prohibit employers from taking adverse actions against employees that disclose being victims of domestic abuse . 
Other states,require.01,that companies pay out,,Affirmative,Other states now require that companies pay out worker compensation benefits if the domestic violence victim was required to quit her job because of domestic violence . 
companies,pay.01,worker compensation benefits,,Affirmative,Other states now require that companies pay out worker compensation benefits if the domestic violence victim was required to quit her job because of domestic violence . 
violence victim,quit.01,her job,,Affirmative,Other states now require that companies pay out worker compensation benefits if the domestic violence victim was required to quit her job because of domestic violence . 
