A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Armenpress,report.01,citing,,Affirmative,"During a two - day visit to Azerbaijan on 20-21 May Secretary General Jagland will address the issue of human rights violations with President Aliyev and senior members of government , Armenpress reports citing the official website of the European Council . "
Armenpress,cite.01,the official website of,,Affirmative,"During a two - day visit to Azerbaijan on 20-21 May Secretary General Jagland will address the issue of human rights violations with President Aliyev and senior members of government , Armenpress reports citing the official website of the European Council . "
The Secretary General,request.01,the release of,,Affirmative,"The Secretary General will request the release of Ilgar Mammadov , a well - known opposition and human rights activist and Director of the Council of Europe sponsored School of Political Studies . "
known opposition and,sponsor.01,School of,,Affirmative,"The Secretary General will request the release of Ilgar Mammadov , a well - known opposition and human rights activist and Director of the Council of Europe sponsored School of Political Studies . "
Mr Jagland,launch.01,an action plan for Azerbaijan,,Affirmative,Mr Jagland will launch an action plan for Azerbaijan which features freedom of expression and independence of the judiciary as areas in which the Council of Europe continues to expect progress . 
an action plan for Azerbaijan,feature.01,freedom of expression and independence of,,Affirmative,Mr Jagland will launch an action plan for Azerbaijan which features freedom of expression and independence of the judiciary as areas in which the Council of Europe continues to expect progress . 
the Council of Europe,continue.01,to expect progress,,Affirmative,Mr Jagland will launch an action plan for Azerbaijan which features freedom of expression and independence of the judiciary as areas in which the Council of Europe continues to expect progress . 
the Council of Europe,expect.01,progress,,Affirmative,Mr Jagland will launch an action plan for Azerbaijan which features freedom of expression and independence of the judiciary as areas in which the Council of Europe continues to expect progress . 
by,own.01,The copyright for information published on,,Affirmative,The copyright for information published on this web site is owned exclusively by Armenpress news agency . 
it,acquire.01,written permission from,,Affirmative,For full or partial reproduction of any material in other media it is required to acquire written permission from Armenpress news agency . 
"Those ,",commit.02,copyright violations,,Affirmative,"Those , who have committed copyright violations , will be prosecuted accordingly . "
