A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Minister Gen. Phung Quang Thanh,lead.02,a Vietnamese delegation,,Affirmative,Defence Minister Gen. Phung Quang Thanh is leading a Vietnamese delegation to the 8th ASEAN Defence Ministers Meeting ( ADMM ) in Myanmar from May 19-21 . 
attendance,demonstrate.01,participation in,,Affirmative,"The delegation 's attendance demonstrates Vietnam 's pro-active and responsible participation in ADMM cooperation areas , and protects national and regional interests in accordance with international law . "
attendance,protect.01,interests,,Affirmative,"The delegation 's attendance demonstrates Vietnam 's pro-active and responsible participation in ADMM cooperation areas , and protects national and regional interests in accordance with international law . "
level delegation of,attend.01,the burial ceremony of,,Affirmative,A high - level delegation of the Communist Party of Vietnam ( CPV ) and the Vietnamese State arrived in Vientiane on May 18 to attend the burial ceremony of the Lao officials who passed away in an accident on their working trip . 
by,lead.02,a Vietnamese delegation,,Affirmative,"The delegation was led by Le Hong Anh , Politburo member and permanent member of the CPV Central Committee 's Secretariat . "
The delegation,lay.01,wreaths,at,Affirmative,"The delegation laid wreaths at the coffins of Lao People 's Revolutionary Party ( LPRP ) Politburo member , Deputy Prime Minister and Defence Minister Douangchay Phichit ; LPRP Central Committee 's Secretary and Minister of Public Security Thoongbane Sengaphone ; LPRP Central Committee 's Secretary and head of the LPRP Central Committee 's Commission for Propaganda and Training Cheuang Sombounkhane ; LPRP Central Committee 's Secretary and Secretary of the Party Committee and Governor of Vientiane Sukhan Mahalad and other senior officials . "
the Vietnamese officials,express.01,deep sympathy,to,Affirmative,"Writing in the memorial book , the Vietnamese officials expressed deep sympathy to the Lao side over the officials ' deaths , which they said is a great loss to the Party , State , National Assembly and Government of Laos as well as to their families . "
the Vietnamese officials,say.01,is,,Affirmative,"Writing in the memorial book , the Vietnamese officials expressed deep sympathy to the Lao side over the officials ' deaths , which they said is a great loss to the Party , State , National Assembly and Government of Laos as well as to their families . "
the Vietnamese officials,say.01,suffer from,,Affirmative,They also said the Vietnamese leaders and people suffer from the loss of their close comrades and friends who made active contributions to consolidating and developing the traditional friendship and special solidarity between the two nations . 
the Vietnamese leaders and people,suffer.01,from,,Affirmative,They also said the Vietnamese leaders and people suffer from the loss of their close comrades and friends who made active contributions to consolidating and developing the traditional friendship and special solidarity between the two nations . 
by,receive.01,A high-level delegation of the Communist Party of Vietnam -LRB- CPV -RRB- and the Vietnamese State,,Affirmative,"Later , the Vietnamese delegation was received by the Lao Party General Secretary and President Chummaly Saynhasone . "
Le Hong Anh,convey.01,the deepest sympathy,to,Affirmative,"On behalf of the delegation , Le Hong Anh conveyed to the Lao side the deepest sympathy from the CPV Central Committee , National Assembly and Government of Vietnam , as well as from Party General Secretary Nguyen Phu Trong , President Truong Tan Sang , Prime Minister Nguyen Tan Dung and National Assembly Chairman Nguyen Sinh Hung over the deaths of the Lao officials . "
