A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
photographer Robin Hammond and,win.01,"Journalism Awards , presented by",,Affirmative,"Pulitzer Center - supported photographer Robin Hammond and student fellow Varsha Ramakrishnan have won 2014 Robert F. Kennedy Journalism Awards , presented by the Robert F. Kennedy Center for Justice and Human Rights : Hammond for his focus on mental health in Africa and Ramakrishnan for her story on dowry violence in India . "
by,present.01,"Journalism Awards , presented by",,Affirmative,"Pulitzer Center - supported photographer Robin Hammond and student fellow Varsha Ramakrishnan have won 2014 Robert F. Kennedy Journalism Awards , presented by the Robert F. Kennedy Center for Justice and Human Rights : Hammond for his focus on mental health in Africa and Ramakrishnan for her story on dowry violence in India . "
Center-supported photographer Robin Hammond,win.01,the 2014 RFK Award for,,Affirmative,"Hammond won the 2014 RFK Award for International Photography for his body of work , Condemned : Mental Health in African Countries in Crisis . "
Center-supported photographer Robin Hammond,travel.01,to,,Affirmative,"For the first part of Condemned , Hammond 's multi-country project , Hammond traveled to East Africa to document the lives of mentally ill in war , in refugee camps , and locked away in facilities collapsing under the weight of corruption . "
Center-supported photographer Robin Hammond,document.01,the lives of,,Affirmative,"For the first part of Condemned , Hammond 's multi-country project , Hammond traveled to East Africa to document the lives of mentally ill in war , in refugee camps , and locked away in facilities collapsing under the weight of corruption . "
the Pulitzer Center,support.01,reporting,,Affirmative,"For the next part of his work , the Pulitzer Center supported Hammond 's reporting from Liberia and Sierra Leone on the psychological scars that remain still even though the brutal wars that plagued the region have been over for a decade . "
the brutal wars,plague.01,the region,,Affirmative,"For the next part of his work , the Pulitzer Center supported Hammond 's reporting from Liberia and Sierra Leone on the psychological scars that remain still even though the brutal wars that plagued the region have been over for a decade . "
Her reporting project,tell.01,the stories of,,Affirmative,Her reporting project tells the stories of the women most affected by the public health crisis of dowry violence . 
by,affect.01,the women,,Affirmative,Her reporting project tells the stories of the women most affected by the public health crisis of dowry violence . 
their families,provide.01,enough of,,Affirmative,"Although seeking a dowry has been outlawed in India since 1961 , women are still often blamed when their families can not provide enough of a bride price . "
winning entries,provide.01,insights into,,Affirmative,"The awards were judged by 60 media professionals and according to the award announcement , winning entries provide insights into the causes , conditions , and remedies of human rights violations and injustice , and critical analyses of the movements that foster positive global change . "
the movements,foster.01,positive global change,,Affirmative,"The awards were judged by 60 media professionals and according to the award announcement , winning entries provide insights into the causes , conditions , and remedies of human rights violations and injustice , and critical analyses of the movements that foster positive global change . "
All prize - winners,receive.01,a bust of,,Affirmative,"Hammond , Ramakrishnan and the other 2014 RFK Award winners will be honored on Thursday , May 22 , at the Newseum in Washington , D.C. All prize - winners will receive a bust of Robert F. Kennedy in recognition of their award . "
D.C. students,get.01,a chance,,Affirmative,"Last month D.C. students got a chance to talk with photojournalist Robin Hammond , who was just honored this week with two international photography awards . "
