A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Defense chiefs of,talk.01,about,,Affirmative,"SEOUL , May 19 ( Xinhua ) -- Defense chiefs of South Korea , the United States and Japan will meet later this month to talk about the Democratic People 's Republic of Korea ( DPRK ) 's nuclear and missile programs . "
"Kim Min-seok , spokesman of",tell.01,jin will visit Singapore for,a routine press briefing on Monday,Affirmative,"Kim Min-seok , spokesman of Seoul 's Defense Ministry , told a routine press briefing on Monday that South Korean Defense Minister Kim Kwan - jin will visit Singapore for three days to June 1 to participate in the 13th Asia security dialogue , called the Shangri - La Dialogue . "
Minister Kim Kwan - jin,visit.01,Singapore,,Affirmative,"Kim Min-seok , spokesman of Seoul 's Defense Ministry , told a routine press briefing on Monday that South Korean Defense Minister Kim Kwan - jin will visit Singapore for three days to June 1 to participate in the 13th Asia security dialogue , called the Shangri - La Dialogue . "
Minister Kim Kwan - jin,participate.01,in,,Affirmative,"Kim Min-seok , spokesman of Seoul 's Defense Ministry , told a routine press briefing on Monday that South Korean Defense Minister Kim Kwan - jin will visit Singapore for three days to June 1 to participate in the 13th Asia security dialogue , called the Shangri - La Dialogue . "
defense minister,hold.04,bilateral talks with,,Affirmative,"On the sidelines of the dialogue , Seoul 's defense minister will hold bilateral talks with the U.S. counterpart Chuck Hagel and the trilateral defense minister talks , including Japanese defense chief Itsunori Onodera on May 31 . "
Kim Min-seok,say.01,issues to be discussed during,,Affirmative,"The spokesman said issues to be discussed during the bilateral and the trilateral dialogues had yet to be decided , but he said three allies have held such dialogues every year since 2009 to talk about cooperation to deter the DPRK 's provocations . "
the trilateral dialogues,have.06,yet,,Affirmative,"The spokesman said issues to be discussed during the bilateral and the trilateral dialogues had yet to be decided , but he said three allies have held such dialogues every year since 2009 to talk about cooperation to deter the DPRK 's provocations . "
Kim Min-seok,say.01,allies have held,,Affirmative,"The spokesman said issues to be discussed during the bilateral and the trilateral dialogues had yet to be decided , but he said three allies have held such dialogues every year since 2009 to talk about cooperation to deter the DPRK 's provocations . "
three allies,hold.04,such dialogues,,Affirmative,"The spokesman said issues to be discussed during the bilateral and the trilateral dialogues had yet to be decided , but he said three allies have held such dialogues every year since 2009 to talk about cooperation to deter the DPRK 's provocations . "
the DPRK 's,warn.01,of,,Affirmative,Tensions are running high on the Korean Peninsula after the DPRK warned of a new form of nuclear test and fired scores of short - range missiles . 
the DPRK 's,fire.02,scores of,,Affirmative,Tensions are running high on the Korean Peninsula after the DPRK warned of a new form of nuclear test and fired scores of short - range missiles . 
Korean military,say.01,"was detected , and",,Affirmative,"The South Korean military repeatedly said that increased activity in the DPRK 's main nuclear test site was detected , and the South Korean defense chief said earlier this month that the DPRK has prepared for the fourth nuclear test and the preparations have been in the final stages . "
Korean defense chief,say.01,DPRK has prepared for,,Affirmative,"The South Korean military repeatedly said that increased activity in the DPRK 's main nuclear test site was detected , and the South Korean defense chief said earlier this month that the DPRK has prepared for the fourth nuclear test and the preparations have been in the final stages . "
the DPRK 's,conduct.01,engine tests,,Affirmative,"The DPRK has recently conducted engine tests for an intercontinental ballistic missile known as KN - 08 , which was flaunted by the North during the past military parades , according to local media reports . "
by,flaunt.01,"KN - 08 ,",,Affirmative,"The DPRK has recently conducted engine tests for an intercontinental ballistic missile known as KN - 08 , which was flaunted by the North during the past military parades , according to local media reports . "
Some local media,report.01,will be,,Affirmative,"Some local media reported that on the agenda for the trilateral talks will be military intelligence sharing between the three countries and joint management of missile defense systems , but the spokesman flatly denied the latter , not the former . "
Kim Min-seok,deny.01,"the latter , not the former",,Affirmative,"Some local media reported that on the agenda for the trilateral talks will be military intelligence sharing between the three countries and joint management of missile defense systems , but the spokesman flatly denied the latter , not the former . "
Kim Min-seok,say.01,will be,,Affirmative,"The spokesman said that managing missile defense systems will be inevitably different between South Korea and the United States from both geographical and structural perspectives , noting Seoul ' s missile defense management will not belong to the U.S. system . "
s missile defense management,belong.01,to,,Affirmative,"The spokesman said that managing missile defense systems will be inevitably different between South Korea and the United States from both geographical and structural perspectives , noting Seoul ' s missile defense management will not belong to the U.S. system . "
Kim Min-seok,say.01,"will be advanced , adding",,Affirmative,"He said interoperability of missile defense systems between Seoul and Washington will be advanced , adding it will help South Korea detect ballistic missiles launched from the DPRK . "
interoperability of missile defense systems between Seoul and Washington,help.01,Korea detect,,Affirmative,"He said interoperability of missile defense systems between Seoul and Washington will be advanced , adding it will help South Korea detect ballistic missiles launched from the DPRK . "
South Korea,detect.01,ballistic missiles launched from,,Affirmative,"He said interoperability of missile defense systems between Seoul and Washington will be advanced , adding it will help South Korea detect ballistic missiles launched from the DPRK . "
Kim Min-seok,deny.01,the report on,,Affirmative,"The spokesman , however , did not deny the report on the trilateral intelligence sharing , opening the possibility for the three defense chiefs to talk about the issue . "
Kim Min-seok,open.01,the possibility,,Affirmative,"The spokesman , however , did not deny the report on the trilateral intelligence sharing , opening the possibility for the three defense chiefs to talk about the issue . "
the three defense chiefs,talk.01,about,,Affirmative,"The spokesman , however , did not deny the report on the trilateral intelligence sharing , opening the possibility for the three defense chiefs to talk about the issue . "
Seoul and Tokyo,push.01,pact to share,,Affirmative,"Seoul and Tokyo pushed for the bilateral pact to share military intelligence on the DPRK in June 2012 , but South Korea put the pact on hold at the last minute amid public uproar at home . "
the bilateral pact,share.01,military intelligence on,,Affirmative,"Seoul and Tokyo pushed for the bilateral pact to share military intelligence on the DPRK in June 2012 , but South Korea put the pact on hold at the last minute amid public uproar at home . "
South Korea,put.01,the bilateral pact,on hold,Affirmative,"Seoul and Tokyo pushed for the bilateral pact to share military intelligence on the DPRK in June 2012 , but South Korea put the pact on hold at the last minute amid public uproar at home . "
bak administration,push.01,the bilateral pact,through,Affirmative,"At that time , the Lee Myung - bak administration pushed the pact through without enough public debate for fear of possible opposition from the public . "
South Korea,set.01,its basic policy,at turning to,Affirmative,"Amid frayed ties between Seoul and Tokyo , South Korea set its basic policy at turning to the trilateral intelligence sharing . "
The military,mention.01,the need for sharing,,Affirmative,The military has mentioned the need for sharing military intelligence between the three nations to brace for threats from the DPRK 's weapons of mass destruction . 
