A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Jordan,show.01,his magical skills,,Affirmative,"Jordan Still , 17 , will be showing off his magical skills in Truro to raise money for Cancer Research . "
Jordan,raise.01,money,,Affirmative,"Jordan Still , 17 , will be showing off his magical skills in Truro to raise money for Cancer Research . "
Jordan Still,spend.02,four years,polishing,Affirmative,"Jordan Still , 17 , from Grampound , has spent four years polishing his considerable skills in close magic . "
Jordan Still,polish.01,his considerable skills,,Affirmative,"Jordan Still , 17 , from Grampound , has spent four years polishing his considerable skills in close magic . "
College student,raise.01,money for,,Affirmative,The Truro College student will be out in Truro on SaturdayMay24 to perform tricks for the public and raise money for Cancer Research . 
Jordan Still,ply.02,his magical trade,,Affirmative,Jordan plies his magical trade at weddings and functions and is hoping to become a professional magician in the future . 
Jordan Still,hope.01,to become,,Affirmative,Jordan plies his magical trade at weddings and functions and is hoping to become a professional magician in the future . 
The Truro College student,say.01,Generally I practice,,Affirmative,He said : Generally I practice three or four hours a day just to get better and better . 
The Truro College student,practice.01,hours,,Affirmative,He said : Generally I practice three or four hours a day just to get better and better . 
Jordan Still,start.01,to learn,,Affirmative,Jordan started to learn his first tricks when he was 13 years old . 
Jordan Still,learn.01,his first tricks,,Affirmative,Jordan started to learn his first tricks when he was 13 years old . 
The young magician,take.01,inspiration,from,Affirmative,The young magician took inspiration from star performers such as David Blaine . 
Seeing Dynamo in action,prompt.02,Jordan Still,to get back into practice,Affirmative,Seeing Dynamo in action prompted Jordan to get back into practice after he stopped doing magic for a while . 
The young magician,stop.01,doing magic for,,Affirmative,Seeing Dynamo in action prompted Jordan to get back into practice after he stopped doing magic for a while . 
The young magician,do.02,magic,,Affirmative,Seeing Dynamo in action prompted Jordan to get back into practice after he stopped doing magic for a while . 
Jordan Still,learn.01,some routines,just from watching,Affirmative,Some of the tricks can be learned from books but Jordan has also been able to learn some routines just from watching senior magicians at work . 
by,stun.01,the teenager 's,,Affirmative,"Despite the teenager 's in-depth knowledge of the skills involved , he can still be stunned by what fellow practitioners can do . "
Jordan Still,raise.01,funds for,,Affirmative,Jordan was prompted to raise funds for Cancer Research as his grandmother Jean Still died from the disease in 2003 . 
Jean Still,aim.01,to raise £100,,Affirmative,"He initially aimed to raise £100 but that target was smashed after two days of having a collection box on the bar at his parents ' pub , The Dolphin . "
Jean Still,raise.01,£100,,Affirmative,"He initially aimed to raise £100 but that target was smashed after two days of having a collection box on the bar at his parents ' pub , The Dolphin . "
