A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
we,nickname.01,her Megan,,Affirmative,On Sunday we once again hopped into our little Reneaut Megane ( we 've nicknamed her Megan for obvious reasons ) and set upon our 418 km drive to the city of Tours in the Loire Valley . 
some rain,slow.03,we,,Affirmative,This 400+kms was made in a little over 3 hours and that 's with some rain slowing us down along the way . 
the windchill,do.02,its best,,Affirmative,The rain and cold ( about 5℃ ) followed us into Tours and the windchill was doing its best to dampen the spirit aswell . 
the windchill,dampen.02,the spirit aswell,,Affirmative,The rain and cold ( about 5℃ ) followed us into Tours and the windchill was doing its best to dampen the spirit aswell . 
pictures,do.02,justice,,Affirmative,It is a place of natural beauty that words nor pictures can do justice - but we can try . 
The flowers,engage.01,both sight and smell,encapsulating,Affirmative,The flowers are vibrant and engage both sight and smell encapsulating spring time in the French countryside . 
The villages scattered throughout,maintain.01,a quaintness,,Affirmative,The villages scattered throughout the valley are warm and friendly while maintaining a quaintness that romanticises the soul . 
a quaintness,romanticise.01,the soul,,Affirmative,The villages scattered throughout the valley are warm and friendly while maintaining a quaintness that romanticises the soul . 
Leonardo (,live.01,his years,,Affirmative,"Amboise , where Leonardo ( the artist , not the turtle ) lived his years after moving to France was especially memorable . "
I,get.01,the impression of it having,,Affirmative,"As for the river Loire which feeds the valley , I get the impression of it having its own lifeform while also being the life source for an entire region for centuries . "
chateau,add.02,another dimension,to,Affirmative,It is little wonder the money in France was spent here building chateau after chateau that now add another dimension to the area . 
we,visit.01,several of,,Affirmative,Today we visited several of these castles - Chambord and Chenonceau were especially magnificent . 
one,imagine.01,the lives lived in,,Affirmative,"While they are simply tourist attractions in 2014 , one can only imagine the lives lived in what we now consider to be history . "
we,consider.01,to be history,,Affirmative,"While they are simply tourist attractions in 2014 , one can only imagine the lives lived in what we now consider to be history . "
The photos,say.01,it all,,Affirmative,The photos say it all ...... 
the chateau,look.02,"magnificent , romantic and enchanting",,Affirmative,"the hot pink rose , the chateau looks magnificent , romantic and enchanting , the bride seems to be on cloud nine , and the groom scrubs up in great form . "
I,enjoy.01,this phrase,,Affirmative,I enjoyed this phrase . 
It,paint.01,the picture,,Affirmative,It really paints the picture . 
