A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
York jury,convict.01,preacher Abu Hamza,on,Affirmative,"A New York jury has convicted British hate preacher Abu Hamza on 11 kidnapping and terrorism charges , opening the way for a judge to impose what will almost certainly be a life sentence . "
York jury,open.01,the way,,Affirmative,"A New York jury has convicted British hate preacher Abu Hamza on 11 kidnapping and terrorism charges , opening the way for a judge to impose what will almost certainly be a life sentence . "
a judge,impose.01,certainly be,,Affirmative,"A New York jury has convicted British hate preacher Abu Hamza on 11 kidnapping and terrorism charges , opening the way for a judge to impose what will almost certainly be a life sentence . "
"handed imam ,",show.01,no reaction,,Affirmative,"The hook - handed imam , who became a tabloid bogeyman in Britain at the Finsbury Park mosque in London , showed no reaction as the guilty verdict was returned on all counts following a four - week trial . "
Campaigners,seize.01,on,,Affirmative,Campaigners will seize on the trial as further proof that US terror cases could be tried more effectively in civilian courts as pressure builds to close the Guantanamo Bay prison camp . 
York jury,find.01,guilty in,,Affirmative,"In March , another New York jury also found Osama bin Laden 's son-in-law and former al - Qaeda spokesman , Suleiman Abu Ghaith , guilty in a lightning - quick trial a year after his arrest . "
These trials,demonstrate.01,can be vindicated without sacrificing,,Affirmative,"These trials demonstrate that in an American civilian courtroom , the American people and all the victims of terrorism can be vindicated without sacrificing our principles , said Manhattan 's top federal prosecutor , US Attorney Preet Bharara . "
the American people and,sacrifice.01,our principles,,Affirmative,"These trials demonstrate that in an American civilian courtroom , the American people and all the victims of terrorism can be vindicated without sacrificing our principles , said Manhattan 's top federal prosecutor , US Attorney Preet Bharara . "
"top federal prosecutor ,",say.01,trials demonstrate,,Affirmative,"These trials demonstrate that in an American civilian courtroom , the American people and all the victims of terrorism can be vindicated without sacrificing our principles , said Manhattan 's top federal prosecutor , US Attorney Preet Bharara . "
"Mustafa Kamel Mustafa , 56 ,",provide.01,material support,to,Affirmative,"Mustafa Kamel Mustafa , 56 , better known in Britain as Abu Hamza al - Masri , was charged with the 1998 abduction of Western tourists in Yemen , providing material support to al - Qaeda , assisting the Taliban and sending terror recruits to Afghanistan . "
"Mustafa Kamel Mustafa , 56 ,",send.01,terror recruits,to Afghanistan,Affirmative,"Mustafa Kamel Mustafa , 56 , better known in Britain as Abu Hamza al - Masri , was charged with the 1998 abduction of Western tourists in Yemen , providing material support to al - Qaeda , assisting the Taliban and sending terror recruits to Afghanistan . "
to reach,take.10,member jury,,Affirmative,It took the 12 - member jury just 12 hours over two days to reach the unanimous verdict . 
member jury,reach.01,the unanimous verdict,,Affirmative,It took the 12 - member jury just 12 hours over two days to reach the unanimous verdict . 
One member of,disclose.01,his identity,,Affirmative,"One member of the jury , who did not want to disclose his identity , said they tried to follow the judge 's guidelines in reaching a verdict . "
One member of,say.01,they tried,,Affirmative,"One member of the jury , who did not want to disclose his identity , said they tried to follow the judge 's guidelines in reaching a verdict . "
Western tourists,try.01,to follow,,Affirmative,"One member of the jury , who did not want to disclose his identity , said they tried to follow the judge 's guidelines in reaching a verdict . "
