A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
Christian Charles Henri Guitton,earn.01,degree,,Affirmative,"After his childhood in Paris , he studied at the Ecole Nationale Superieure de Mechanique et d'Aerotechnique in Poitiers , where he earned his professional engineer 's degree as part of the prestigious Grandes Ecoles network accredited by the state . "
by,accredit.01,network accredited by,,Affirmative,"After his childhood in Paris , he studied at the Ecole Nationale Superieure de Mechanique et d'Aerotechnique in Poitiers , where he earned his professional engineer 's degree as part of the prestigious Grandes Ecoles network accredited by the state . "
he,attend.01,the University of Poitiers,,Affirmative,"At the same time , he also attended the University of Poitiers , earning a license in mechanical engineering . "
he,earn.01,a license in,,Affirmative,"At the same time , he also attended the University of Poitiers , earning a license in mechanical engineering . "
Chris,fulfil.01,his military obligations in France,as,Affirmative,"After graduation , Chris fulfilled his military obligations in France as a research assistant and scientist for the French Air Force . "
His first civilian job,work.01,as,,Affirmative,His first civilian job was working as a mechanical engineer for a nuclear engineering firm near Paris . 
Chris,continue.01,training in,,Affirmative,", he continued training in nuclear engineering at General Electric . "
by,draft.01,Chris,,Affirmative,Chris was next drafted by the Nuclear Exchange Corporation to work as a marketing representative in California in 1983 . 
Chris,work.01,as,,Affirmative,Chris was next drafted by the Nuclear Exchange Corporation to work as a marketing representative in California in 1983 . 
He,manage.01,"the Japan office ,",,Affirmative,"He became regional marketing manager for Asia in 1984 and moved to Tokyo to manage the Japan office , from which he also managed partnerships located in Korea , Taiwan , the Philippines , and China . "
Chris,manage.01,"partnerships located in Korea , Taiwan ,",,Affirmative,"He became regional marketing manager for Asia in 1984 and moved to Tokyo to manage the Japan office , from which he also managed partnerships located in Korea , Taiwan , the Philippines , and China . "
Chris,form.01,"his own consulting firm ,",,Affirmative,"Returning to America in 1990 , Chris formed his own consulting firm , Ledonix International , specializing in information and services for the electrical power industry worldwide . "
Chris,specialize.01,in information and services for,,Affirmative,"Returning to America in 1990 , Chris formed his own consulting firm , Ledonix International , specializing in information and services for the electrical power industry worldwide . "
He,serve.01,on,,Affirmative,"He also served on the Edmonds Chamber of Commerce Board , and as Treasurer and fundraiser for the high school Career Day Programs . "
Chris,enjoy.01,his work in,,Affirmative,He especially enjoyed his work in the community as Executive Director of the Edmonds Chamber of Commerce 2002-2006 . 
Chris,have.03,an active life of adventure and travel,,Affirmative,"Aside from work , Chris had an active life of adventure and travel . "
He,play.01,rugby,,Affirmative,"He played rugby in his university years , he traveled often throughout Europe , and he biked , hiked , and skied . "
he,travel.01,often,,Affirmative,"He played rugby in his university years , he traveled often throughout Europe , and he biked , hiked , and skied . "
Chris,love.01,sailing,,Affirmative,"He loved sailing and sailed often in the waters off the coast of Brittany , and also competed in sailing races in San Francisco Bay for several years . "
Chris,enjoy.01,trout fishing with friends in,,Affirmative,"Chris also enjoyed trout fishing with friends in the Methow Valley , and was a founding member of the Edmonds Petanque Club . "
a founding member of,found.01,of,,Affirmative,"Chris also enjoyed trout fishing with friends in the Methow Valley , and was a founding member of the Edmonds Petanque Club . "
Chris,visit.01,beloved family and friends,,Affirmative,"Chris loved returning to France often , especially to the Jura Mountains to visit beloved family and friends . "
He,spend.02,sunny childhood summers,,Affirmative,"He spent sunny childhood summers there with his sister Veronique and cousins , and he loved camping , hiking , and exploring hidden lakes , forests , and old chateaux . "
he,love.01,"camping , hiking , and exploring",,Affirmative,"He spent sunny childhood summers there with his sister Veronique and cousins , and he loved camping , hiking , and exploring hidden lakes , forests , and old chateaux . "
he,explore.01,"hidden lakes , forests , and",,Affirmative,"He spent sunny childhood summers there with his sister Veronique and cousins , and he loved camping , hiking , and exploring hidden lakes , forests , and old chateaux . "
you,like.01,what you are reading,,Affirmative,"If you like what you are reading , please consider a weekly , monthly or one - time voluntary donation of any amount to support our work . "
I,like.02,to make,,Affirmative,I would like to make a donation to MEN but I can not find any address to send a check to . 
I,find.01,any address,,Affirmative,I would like to make a donation to MEN but I can not find any address to send a check to . 
any address,send.01,a check,to,Affirmative,I would like to make a donation to MEN but I can not find any address to send a check to . 
I,want.01,pal to have,,Affirmative,I do not want pay pal to have my credit card info . 
pay pal,have.03,card info,,Affirmative,I do not want pay pal to have my credit card info . 
We,respect.01,all of,,Affirmative,We very much appreciated and respected all of the outstanding work that Chris did through the years for our Community and he will indeed be missed but also remembered by all . 
Chris,do.02,the outstanding work,for,Affirmative,We very much appreciated and respected all of the outstanding work that Chris did through the years for our Community and he will indeed be missed but also remembered by all . 
by all,remember.01,he,,Affirmative,We very much appreciated and respected all of the outstanding work that Chris did through the years for our Community and he will indeed be missed but also remembered by all . 
Our community,lose.02,a wonderful leader and friend,,Affirmative,Our community has lost a wonderful leader and friend . 
We,welcome.01,comments on,,Affirmative,We welcome comments on all posts at My Edmonds News . 
all commenters,encourage.02,constructive community dialogue,,Affirmative,"To encourage constructive community dialogue , all commenters must use their real names , first and last . "
all commenters,use.01,"their real names , first and last",,Affirmative,"To encourage constructive community dialogue , all commenters must use their real names , first and last . "
names,comply.01,with,,Affirmative,Comments from users with names that do n't comply with this policy will be removed . 
We,ask.02,that you comply with,,Affirmative,"We also ask that you comply with our Code of Conduct policy , which you can view here . "
you,comply.01,with,,Affirmative,"We also ask that you comply with our Code of Conduct policy , which you can view here . "
you,view.02,"policy ,",,Affirmative,"We also ask that you comply with our Code of Conduct policy , which you can view here . "
