A0,A0.35_Verb,A1,A2,Polarity,RelatedSentence
We,re-imagine.01,our design,,Affirmative,We have re-imagined our design in a bold new way . 
We,roll.01,our design,,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
We,give.01,an opportunity,select readers,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
select readers,try.03,the new design,,Affirmative,"Before we roll it out for everyone , we are giving select readers an opportunity to try out the new design . "
We,welcome.01,your feedback,,Affirmative,We welcome your feedback . 
We,remove.01,you,from,Affirmative,We 've removed you from the beta test of the new design . 
you,clear.01,your cookies,,Affirmative,Please note : if you clear your cookies you may be invited back to the beta . 
a police lieutenant,say.01,hiker came across,,Affirmative,"A hiker came across a body in the woods near Grizzly Peak on University of California at Berkeley property Sunday afternoon , a police lieutenant said . "
a female hiker,find.01,the body of,,Affirmative,"At about 2:20 p.m. , a female hiker found the body of a deceased male at the base of a 100 - foot cliff near a popular hiking spot . "
The hiker,begin.01,giving,,Affirmative,"The hiker began giving first aid to the male , but soon realized he was deceased ,  UC Berkeley police Lt. Eric Tejada said . "
The hiker,give.01,first aid,to,Affirmative,"The hiker began giving first aid to the male , but soon realized he was deceased ,  UC Berkeley police Lt. Eric Tejada said . "
The hiker,realize.01,he was deceased,,Affirmative,"The hiker began giving first aid to the male , but soon realized he was deceased ,  UC Berkeley police Lt. Eric Tejada said . "
Berkeley police Lt. Eric Tejada,say.01,The hiker began giving,,Affirmative,"The hiker began giving first aid to the male , but soon realized he was deceased ,  UC Berkeley police Lt. Eric Tejada said . "
a female hiker,call.02,police,,Affirmative,The hiker called police and waited in the area until they arrived . 
Berkeley police Lt. Eric Tejada,say.01,male was,,Affirmative,Tejada said the deceased male was possibly in his early 20s . 
Investigators,report.01,any signs of,,Affirmative,Investigators have not reported any signs of foul play . 
a police lieutenant,say.01,person died at,,Affirmative,"The lieutenant said a person died at almost the same location last year , but witnesses were present during that incident . "
Confluence of factors,mean.01,will get paid out,,Affirmative,Confluence of factors means few in Napa will get paid out . 
